site,date,time,navTime,totalTime,lcp,fcp,ttfb,tbt,tti,longTasks,longestTask,error
"http://localhost:8080/","2024-11-28","16:42:29","4943","9965","1398.5","1398.5","321.19999998807907","190","4109.699999988079","4","172",""
"http://localhost:8080/","2024-11-28","16:42:40","4792","9817","1241.5","1241.5","169.6000000089407","195","3957.4000000059605","4","174",""
"http://localhost:8080/","2024-11-28","16:42:50","4822","9842","1253.5","1253.5","165.90000000596046","212","3985.2000000029802","4","186",""
"http://localhost:8080/","2024-11-28","16:43:01","4807","9830","1241","1241","167.70000000298023","189","3967.6000000089407","4","170",""
"http://localhost:8080/","2024-11-28","16:43:11","4798","9818","1244.1000000089407","1244.1000000089407","169.30000001192093","190","3962.2000000029802","4","172",""
"http://localhost:8080/","2024-11-28","16:43:22","4784","9804","1237.5","1237.5","166.70000000298023","188","3954.7999999970198","4","169",""
"http://localhost:8080/","2024-11-28","16:43:32","4791","9817","1242.5999999940395","1242.5999999940395","167.79999999701977","194","3959.0999999940395","4","170",""
"http://localhost:8080/","2024-11-28","16:43:43","4790","9812","1238.6000000089407","1238.6000000089407","166.80000001192093","188","3953.1000000089407","4","168",""
"http://localhost:8080/","2024-11-28","16:43:53","4799","9831","1241.5","1241.5","167.40000000596046","189","3962.4000000059605","4","170",""
"http://localhost:8080/","2024-11-28","16:44:04","4811","9843","1237.3999999910593","1237.3999999910593","165.8999999910593","189","3963.7000000029802","4","167",""
"http://localhost:8080/","2024-11-28","16:44:14","4799","9824","1242.7999999970198","1242.7999999970198","167.40000000596046","194","3958.7999999970198","4","171",""
"http://localhost:8080/","2024-11-28","16:44:25","4788","9812","1223","1223","158.5","189","3948.2999999970198","4","169",""
"http://localhost:8080/","2024-11-28","16:44:35","4810","9832","1246.2999999970198","1246.2999999970198","165.79999999701977","205","3972.7000000029802","4","178",""
"http://localhost:8080/","2024-11-28","16:44:46","4794","9813","1246.6000000089407","1246.6000000089407","166.30000001192093","191","3954.5","4","170",""
"http://localhost:8080/","2024-11-28","16:44:56","4792","9815","1229.7000000029802","1229.7000000029802","157.70000000298023","190","3953.2000000029802","4","171",""
"http://localhost:8080/","2024-11-28","16:45:07","4794","9811","1227.1000000089407","1227.1000000089407","157.20000000298023","191","3959","4","169",""
"http://localhost:8080/","2024-11-28","16:45:17","4792","9813","1240","1240","166.09999999403954","191","3955.699999988079","4","171",""
"http://localhost:8080/","2024-11-28","16:45:28","4806","9827","1248.7999999970198","1248.7999999970198","165.79999999701977","194","3966.9000000059605","4","171",""
"http://localhost:8080/","2024-11-28","16:45:38","4805","9828","1231.7000000029802","1231.7000000029802","157.79999999701977","188","3970.0999999940395","4","169",""
"http://localhost:8080/","2024-11-28","16:45:49","4793","9818","1228.300000011921","1228.300000011921","157.80000001192093","195","3961.300000011921","4","169",""
"http://localhost:8080/","2024-11-28","16:45:59","4800","9822","1241.7000000029802","1241.7000000029802","165.8999999910593","195","3959.7000000029802","4","171",""
"http://localhost:8080/","2024-11-28","16:46:10","4793","9813","1237.2999999970198","1237.2999999970198","164.5","198","3955.5","4","173",""
"http://localhost:8080/","2024-11-28","16:46:20","4794","9818","1226.2000000029802","1226.2000000029802","158.40000000596046","190","3955.7999999970198","4","169",""
"http://localhost:8080/","2024-11-28","16:46:31","4792","9814","1237.9000000059605","1237.9000000059605","165","192","3955.5999999940395","4","172",""
"http://localhost:8080/","2024-11-28","16:46:41","4778","9799","1236","1236","157.69999998807907","191","3947.5","4","170",""
"http://localhost:8080/","2024-11-28","16:46:52","4799","9822","1235.300000011921","1235.300000011921","156.80000001192093","191","3959.5","4","173",""
"http://localhost:8080/","2024-11-28","16:47:02","4786","9806","1227.2999999970198","1227.2999999970198","156.8999999910593","187","3948.3999999910593","4","166",""
"http://localhost:8080/","2024-11-28","16:47:13","4800","9823","1223.0999999940395","1223.0999999940395","157.59999999403954","192","3962.2999999970198","4","172",""
"http://localhost:8080/","2024-11-28","16:47:23","4807","9829","1242.2999999970198","1242.2999999970198","166.20000000298023","188","3976.7000000029802","4","168",""
