timestamp,cdn_cpu_percent,discovery_cpu_percent,monolith_cpu_percent,recommendations_cpu_percent,teasers_cpu_percent,cdn_mem_percent,discovery_mem_percent,monolith_mem_percent,recommendations_mem_percent,teasers_mem_percent,cdn_mem_usage,discovery_mem_usage,monolith_mem_usage,recommendations_mem_usage,teasers_mem_usage,mean,min,max,count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
885,0.0,2.07,6.75,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.67,2745.0,44.75,44.75,8.849153477218225,6.239,15.23,417,83.4,83.0,84.0,417.0,0.0,0.0
890,0.0,2.05,6.73,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.69,2745.0,44.75,44.75,8.771737980769231,6.32,13.269,416,83.4,83.0,84.0,417.0,0.0,0.0
895,0.0,2.84,6.48,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.8,2745.0,44.75,44.75,8.880824940047962,6.505,13.661,417,83.2,83.0,84.0,416.0,0.0,0.0
900,0.0,1.88,6.54,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.76,2745.0,44.75,44.76,8.733510791366905,6.35,13.755,417,83.4,83.0,84.0,417.0,0.0,0.0
905,0.0,2.5,6.54,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.74,2745.0,44.75,44.76,8.890502403846154,6.43,23.297,416,83.4,83.0,84.0,417.0,0.0,0.0
910,0.0,2.36,6.47,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.84,2745.0,44.75,44.76,8.922820143884891,6.454,17.997,417,83.2,83.0,84.0,416.0,0.0,0.0
915,0.0,1.99,6.17,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.72,2745.0,44.75,44.76,8.891398081534772,6.426,13.649,417,83.4,83.0,84.0,417.0,0.0,0.0
920,0.0,2.2,6.3,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.67,2745.0,44.75,44.76,8.930415865384616,6.377,12.922,416,83.4,83.0,84.0,417.0,0.0,0.0
925,0.0,2.0,6.52,0.0,0.0,0.33,0.82,35.03,0.57,0.57,25.78,64.62,2745.0,44.75,44.76,8.963184652278178,6.227,12.075,417,83.2,83.0,84.0,416.0,0.0,0.0
930,0.0,2.13,7.03,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.74,2745.0,44.75,44.76,8.961103117505996,6.323,13.862,417,83.4,83.0,84.0,417.0,0.0,0.0
935,0.0,2.12,6.42,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.74,2745.0,44.75,44.76,8.912911057692309,5.597,13.105,416,83.4,83.0,84.0,417.0,0.0,0.0
940,0.0,1.78,6.6,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.8,2745.0,44.75,44.76,8.969019184652279,6.329,17.154,417,83.2,83.0,84.0,416.0,0.0,0.0
945,0.0,2.55,6.55,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.88,2745.0,44.75,44.76,8.812534772182255,6.25,15.438,417,83.4,83.0,84.0,417.0,0.0,0.0
950,0.0,2.02,6.51,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.76,2745.0,44.75,44.76,8.97505048076923,6.102,12.33,416,83.4,83.0,84.0,417.0,0.0,0.0
955,0.0,3.43,6.41,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.76,2745.0,44.75,44.76,8.952956834532374,5.846,12.224,417,83.2,83.0,84.0,416.0,0.0,0.0
960,0.0,1.87,6.95,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.77,2745.0,44.75,44.76,8.800345323741007,6.274,14.513,417,83.4,83.0,84.0,417.0,0.0,0.0
965,0.0,2.96,6.42,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.82,2745.0,44.75,44.76,8.996233173076924,5.333,12.321,416,83.4,83.0,84.0,417.0,0.0,0.0
970,0.0,1.86,6.5,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.8,2745.0,44.75,44.76,8.887434052757794,6.177,11.748,417,83.2,83.0,84.0,416.0,0.0,0.0
975,0.0,1.92,6.33,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.77,2745.0,44.75,44.76,8.92025659472422,6.124,13.324,417,83.4,83.0,84.0,417.0,0.0,0.0
980,0.0,2.63,6.35,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.84,2745.0,44.75,44.76,8.897430288461539,6.306,12.589,416,83.4,83.0,84.0,417.0,0.0,0.0
985,0.0,1.79,6.42,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.74,2745.0,44.75,44.76,8.997635491606715,6.206,12.924,417,83.2,83.0,84.0,416.0,0.0,0.0
990,0.0,2.01,9.53,0.13,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.71,2745.0,44.75,44.76,8.904829736211031,6.338,16.607,417,83.4,83.0,84.0,417.0,0.0,0.0
995,0.0,2.31,6.4,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.78,2745.0,44.75,44.76,8.899927884615384,6.253,13.879,416,83.4,83.0,84.0,417.0,0.0,0.0
1000,0.0,1.97,6.68,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.78,2745.0,44.75,44.76,8.89228057553957,6.102,14.907,417,83.2,83.0,84.0,416.0,0.0,0.0
1005,0.0,2.11,6.62,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.73,2745.0,44.75,44.76,8.894158273381295,6.389,12.223,417,83.4,83.0,84.0,417.0,0.0,0.0
1010,0.0,1.82,6.61,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.86,2746.0,44.75,44.76,8.93058173076923,6.22,13.007,416,83.4,83.0,84.0,417.0,0.0,0.0
1015,0.0,2.12,6.61,0.0,0.0,0.33,0.83,35.03,0.57,0.57,25.78,64.87,2745.0,44.75,44.76,9.209971223021583,6.32,13.578,417,83.2,83.0,84.0,416.0,0.0,0.0
1020,0.0,4.23,6.52,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,65.07,2746.0,44.75,44.76,9.335235011990408,5.464,15.389,417,83.4,83.0,84.0,417.0,0.0,0.0
1025,0.0,2.35,6.72,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.98,2746.0,44.75,44.76,9.261072115384616,5.78,12.749,416,83.4,83.0,84.0,417.0,0.0,0.0
1030,0.0,1.85,6.45,0.0,0.0,0.33,0.83,35.06,0.57,0.57,25.78,64.99,2747.0,44.75,44.76,9.268565947242207,6.584,12.979,417,83.2,83.0,84.0,416.0,0.0,0.0
1035,0.0,1.93,7.27,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.94,2746.0,44.75,44.76,9.18972596153846,6.531,13.967,416,83.4,83.0,84.0,417.0,0.0,0.0
1040,0.0,2.0,6.74,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.91,2746.0,44.75,44.76,9.165498800959233,6.032,12.448,417,83.4,83.0,84.0,417.0,0.0,0.0
1045,0.0,2.56,6.65,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.78,64.84,2746.0,44.63,44.76,9.090359712230216,6.187,16.454,417,83.2,83.0,84.0,416.0,0.0,0.0
1050,0.0,2.31,6.66,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.87,2746.0,44.63,44.76,9.222419664268585,6.095,12.975,417,83.4,83.0,84.0,417.0,0.0,0.0
1055,0.0,2.05,6.6,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.77,2746.0,44.63,44.76,9.243615384615385,6.232,13.965,416,83.4,83.0,84.0,417.0,0.0,0.0
1060,0.0,1.95,6.42,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.78,64.82,2746.0,44.63,44.76,9.192165467625898,6.197,11.647,417,83.2,83.0,84.0,416.0,0.0,0.0
1065,0.0,1.96,6.78,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.78,64.82,2746.0,44.63,44.76,9.275021582733814,6.15,13.423,417,83.4,83.0,84.0,417.0,0.0,0.0
1070,0.0,1.96,6.32,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.78,64.78,2746.0,44.63,44.76,9.269617788461538,6.245,12.789,416,83.4,83.0,84.0,417.0,0.0,0.0
1075,0.0,2.06,6.83,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.78,64.71,2746.0,44.63,44.76,9.339846522781775,6.453,12.852,417,83.2,83.0,84.0,416.0,0.0,0.0
1080,0.0,1.72,6.72,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.93,2746.0,44.63,44.76,9.327282973621102,6.054,14.684,417,83.4,83.0,84.0,417.0,0.0,0.0
1085,0.0,1.83,6.59,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.88,2747.0,44.63,44.76,9.196661057692308,6.486,13.177,416,83.4,83.0,84.0,417.0,0.0,0.0
1090,0.0,2.05,6.66,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.79,2746.0,44.63,44.76,9.343479616306954,6.567,13.449,417,83.2,83.0,84.0,416.0,0.0,0.0
1095,0.0,1.83,6.6,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.73,2746.0,44.63,44.76,9.234460431654677,6.244,12.508,417,83.4,83.0,84.0,417.0,0.0,0.0
1100,0.0,2.05,6.53,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.68,2746.0,44.63,44.76,9.25731654676259,5.547,12.388,417,83.4,83.0,84.0,417.0,0.0,0.0
1105,0.0,3.06,6.82,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.73,2746.0,44.63,44.76,9.249098557692308,6.165,12.929,416,83.2,83.0,84.0,416.0,0.0,0.0
1110,0.0,1.81,6.65,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.74,2746.0,44.63,44.76,9.223767386091128,5.669,12.868,417,83.4,83.0,84.0,417.0,0.0,0.0
1115,0.0,1.77,6.59,0.0,0.0,0.33,0.82,35.04,0.57,0.57,25.79,64.63,2746.0,44.63,44.76,9.100509615384615,6.025,12.034,416,83.4,83.0,84.0,417.0,0.0,0.0
1120,0.0,1.97,6.69,0.0,0.0,0.33,0.82,35.04,0.57,0.57,25.79,64.57,2746.0,44.63,44.76,9.232772182254196,5.775,12.539,417,83.2,83.0,84.0,416.0,0.0,0.0
1125,,,,,,,,,,,,,,,,9.23752757793765,5.353,13.636,417,83.4,83.0,84.0,417.0,0.0,0.0
1130,0.0,1.83,6.47,0.0,0.0,0.33,0.82,35.04,0.57,0.57,25.79,64.66,2746.0,44.63,44.76,9.260072115384615,6.448,14.356,416,83.4,83.0,84.0,417.0,0.0,0.0
1135,0.0,1.75,6.57,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.77,2746.0,44.63,44.76,9.26740767386091,6.632,13.555,417,83.2,83.0,84.0,416.0,0.0,0.0
1140,0.0,1.99,6.67,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.67,2746.0,44.63,44.76,9.159352517985612,5.626,12.579,417,83.4,83.0,84.0,417.0,0.0,0.0
1145,0.0,1.79,6.66,0.0,0.0,0.33,0.82,35.04,0.57,0.57,25.79,64.62,2746.0,44.63,44.76,9.153634615384615,6.535,12.223,416,83.4,83.0,84.0,417.0,0.0,0.0
1150,0.0,1.95,6.55,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.85,2746.0,44.63,44.76,9.196067146282973,6.375,12.134,417,83.2,83.0,84.0,416.0,0.0,0.0
1155,0.0,2.13,6.72,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.78,2746.0,44.63,44.76,9.225119904076738,6.426,13.574,417,83.4,83.0,84.0,417.0,0.0,0.0
1160,0.0,1.87,6.71,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.78,2746.0,44.63,44.76,9.193629807692307,5.728,13.83,416,83.4,83.0,84.0,417.0,0.0,0.0
1165,0.0,1.88,6.5,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.76,2746.0,44.63,44.76,9.191714628297362,6.301,17.166,417,83.2,83.0,84.0,416.0,0.0,0.0
1170,0.0,2.0,6.6,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.69,2746.0,44.63,44.76,9.225968824940047,6.02,16.946,417,83.4,83.0,84.0,417.0,0.0,0.0
1175,0.0,2.1,6.63,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.7,2746.0,44.63,44.76,9.23223076923077,5.752,13.401,416,83.4,83.0,84.0,417.0,0.0,0.0
1180,0.0,2.87,6.66,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.77,2746.0,44.63,44.76,9.256299760191846,6.339,13.612,417,83.2,83.0,84.0,416.0,0.0,0.0
1185,0.0,1.85,6.39,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.71,2746.0,44.63,44.76,9.228494004796163,6.634,14.251,417,83.4,83.0,84.0,417.0,0.0,0.0
1190,0.0,2.69,6.64,0.0,0.0,0.33,0.82,35.05,0.57,0.57,25.79,64.66,2746.0,44.63,44.76,9.299526442307693,5.885,12.95,416,83.4,83.0,84.0,417.0,0.0,0.0
1195,0.0,2.18,6.71,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.82,2747.0,44.63,44.76,9.302877697841726,6.229,15.987,417,83.2,83.0,84.0,416.0,0.0,0.0
1200,0.0,2.86,6.55,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.84,2747.0,44.63,44.76,9.226685851318944,6.261,15.118,417,83.4,83.0,84.0,417.0,0.0,0.0
1205,0.0,1.98,6.52,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.79,2746.0,44.63,44.76,9.283759615384614,6.338,14.8,416,83.4,83.0,84.0,417.0,0.0,0.0
1210,0.0,1.92,6.7,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.73,2747.0,44.63,44.76,9.304395683453237,6.643,11.653,417,83.2,83.0,84.0,416.0,0.0,0.0
1215,0.0,1.96,6.71,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.95,2746.0,44.63,44.76,9.189669064748202,6.211,13.5,417,83.4,83.0,84.0,417.0,0.0,0.0
1220,0.0,1.88,6.75,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.83,2746.0,44.63,44.76,9.193942307692307,6.402,12.893,416,83.4,83.0,84.0,417.0,0.0,0.0
1225,0.0,2.31,6.52,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.79,2746.0,44.63,44.76,9.25994964028777,5.983,15.388,417,83.2,83.0,84.0,416.0,0.0,0.0
1230,0.0,2.05,6.74,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.91,2746.0,44.63,44.76,9.310973621103118,6.079,12.192,417,83.4,83.0,84.0,417.0,0.0,0.0
1235,0.0,2.01,6.52,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.93,2746.0,44.63,44.76,9.348016826923077,7.322,11.915,416,83.4,83.0,84.0,417.0,0.0,0.0
1240,0.0,1.91,6.44,0.0,0.0,0.33,0.83,35.05,0.57,0.57,25.79,64.87,2746.0,44.63,44.76,9.191594724220623,6.228,15.213,417,83.2,83.0,84.0,416.0,0.0,0.0
1245,0.0,2.02,6.67,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.95,2746.0,44.63,44.76,9.1315,6.072,15.436,416,83.4,83.0,84.0,417.0,0.0,0.0
1250,0.0,2.5,6.63,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.82,2746.0,44.63,44.76,9.147613908872902,6.521,14.024,417,83.4,83.0,84.0,417.0,0.0,0.0
1255,0.0,2.05,6.89,0.0,0.0,0.33,0.83,35.04,0.57,0.57,25.79,64.71,2746.0,44.63,44.76,9.31675766016713,6.482,13.363,359,,,,0.0,0.0,0.0
