timestamp,cdn_cpu_percent,discovery_cpu_percent,monolith_cpu_percent,cdn_mem_percent,discovery_mem_percent,monolith_mem_percent,cdn_mem_usage,discovery_mem_usage,monolith_mem_usage,mean,min,max,count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
910,0.0,0.0,104.77,0.23,0.23,55.67,17.87,17.74,4363.0,0.6138163265306122,0.449,6.591,833,166.8,166.0,167.0,834.0,0.0,0.0
915,0.0,0.0,104.65,0.23,0.23,55.73,17.87,17.74,4368.0,0.6199423769507804,0.437,8.136,833,166.6,166.0,167.0,833.0,0.0,0.0
920,0.0,0.0,104.2,0.23,0.23,55.9,17.87,17.74,4380.0,0.6077134292565948,0.466,6.665,834,166.6,166.0,167.0,833.0,0.0,0.0
925,0.0,0.0,104.11,0.23,0.23,56.02,17.87,17.74,4390.0,0.6167310924369748,0.407,7.051,833,166.8,166.0,167.0,834.0,0.0,0.0
930,0.0,0.0,104.62,0.23,0.23,56.11,17.87,17.74,4397.0,0.6103577430972389,0.461,8.412,833,166.6,166.0,167.0,833.0,0.0,0.0
935,0.0,0.0,108.61,0.23,0.23,56.24,17.87,17.74,4408.0,0.6079208633093525,0.476,6.665,834,166.6,166.0,167.0,833.0,0.0,0.0
940,0.0,0.0,104.27,0.23,0.23,56.34,17.87,17.74,4415.0,0.6035090036014406,0.459,7.189,833,166.8,166.0,167.0,834.0,0.0,0.0
945,0.0,0.0,104.72,0.23,0.23,56.44,17.87,17.74,4423.0,0.6122388955582233,0.454,6.209,833,166.6,166.0,167.0,833.0,0.0,0.0
950,0.0,0.0,108.5,0.23,0.23,56.61,17.87,17.74,4436.0,0.6066810551558752,0.433,3.762,834,166.6,166.0,167.0,833.0,0.0,0.0
955,0.0,0.0,108.33,0.23,0.23,56.67,17.87,17.74,4441.0,0.6026374549819928,0.444,4.465,833,166.8,166.0,168.0,834.0,0.0,0.0
960,0.0,0.0,104.3,0.23,0.23,56.79,17.87,17.74,4450.0,0.6093589435774309,0.413,6.804,833,166.6,166.0,167.0,833.0,0.0,0.0
965,0.0,0.0,104.72,0.23,0.23,56.88,17.87,17.74,4458.0,0.5930839328537171,0.437,5.112,834,166.6,166.0,167.0,833.0,0.0,0.0
970,0.0,0.0,109.33,0.23,0.23,57.04,17.87,17.74,4469.0,0.6052016806722689,0.413,6.114,833,166.8,166.0,167.0,834.0,0.0,0.0
975,0.0,0.0,104.54,0.23,0.23,57.14,17.87,17.74,4478.0,0.5947635054021608,0.412,6.153,833,166.6,166.0,167.0,833.0,0.0,0.0
980,0.0,0.0,104.34,0.23,0.23,57.24,17.87,17.74,4486.0,0.6135359712230216,0.478,6.777,834,166.6,166.0,167.0,833.0,0.0,0.0
985,0.0,0.0,104.81,0.23,0.23,57.33,17.87,17.74,4493.0,0.6075222088835533,0.437,6.832,833,166.8,166.0,167.0,834.0,0.0,0.0
990,0.0,0.0,108.8,0.23,0.23,57.49,17.87,17.74,4505.0,0.6174513805522209,0.432,6.793,833,166.6,166.0,167.0,833.0,0.0,0.0
995,0.0,0.0,108.45,0.23,0.23,57.57,17.87,17.74,4512.0,0.6051450839328537,0.432,7.922,834,166.6,166.0,167.0,833.0,0.0,0.0
1000,0.0,0.0,104.73,0.23,0.23,57.69,17.87,17.74,4520.0,0.6323361344537815,0.448,6.792,833,166.8,166.0,167.0,834.0,0.0,0.0
1005,0.0,0.0,104.14,0.23,0.23,57.78,17.87,17.74,4528.0,0.632115107913669,0.477,7.803,834,166.6,166.0,167.0,833.0,0.0,0.0
1010,0.0,0.0,108.22,0.23,0.23,57.92,17.87,17.74,4539.0,0.6001764705882353,0.425,6.436,833,166.6,166.0,167.0,833.0,0.0,0.0
1015,0.0,0.0,104.37,0.23,0.23,58.04,17.87,17.74,4548.0,0.6053481392557023,0.411,6.736,833,166.8,166.0,167.0,834.0,0.0,0.0
1020,0.0,0.0,104.77,0.23,0.23,58.12,17.87,17.74,4555.0,0.6358715486194478,0.466,7.9,833,166.6,166.0,167.0,833.0,0.0,0.0
1025,0.0,0.0,104.6,0.23,0.23,58.23,17.87,17.74,4563.0,0.6220671462829735,0.441,5.91,834,166.6,166.0,167.0,833.0,0.0,0.0
1030,0.0,0.0,104.47,0.23,0.23,58.38,17.87,17.74,4575.0,0.6143817527010804,0.467,6.878,833,166.8,166.0,167.0,834.0,0.0,0.0
1035,0.0,0.0,104.34,0.23,0.23,58.48,17.87,17.74,4583.0,0.6077466986794717,0.439,7.344,833,166.6,166.0,167.0,833.0,0.0,0.0
1040,0.0,0.0,104.83,0.23,0.23,58.6,17.87,17.74,4592.0,0.6373213429256595,0.477,9.83,834,166.6,166.0,167.0,833.0,0.0,0.0
1045,0.0,0.0,104.38,0.23,0.23,58.72,17.87,17.74,4601.0,0.6083709483793518,0.466,6.489,833,166.8,166.0,167.0,834.0,0.0,0.0
1050,0.0,0.0,104.5,0.23,0.23,58.83,17.87,17.74,4610.0,0.6068055222088835,0.461,7.989,833,166.6,166.0,167.0,833.0,0.0,0.0
1055,0.0,0.0,104.57,0.23,0.23,58.93,17.87,17.74,4618.0,0.6131103117505995,0.458,6.664,834,166.6,166.0,167.0,833.0,0.0,0.0
1060,0.0,0.0,108.23,0.23,0.23,59.06,17.87,17.74,4628.0,0.6162304921968789,0.446,7.671,833,166.8,166.0,167.0,834.0,0.0,0.0
1065,0.0,0.0,108.42,0.23,0.23,59.16,17.87,17.74,4636.0,0.6162701080432172,0.392,6.876,833,166.6,166.0,167.0,833.0,0.0,0.0
1070,0.0,0.0,104.55,0.23,0.23,59.27,17.87,17.74,4644.0,0.6036330935251799,0.472,4.991,834,166.6,166.0,167.0,833.0,0.0,0.0
1075,0.0,0.0,104.62,0.23,0.23,59.36,17.87,17.74,4652.0,0.6068631452581033,0.426,6.492,833,166.8,166.0,167.0,834.0,0.0,0.0
1080,0.0,0.0,104.54,0.23,0.23,59.47,17.87,17.74,4661.0,0.6190720288115247,0.466,4.283,833,166.6,166.0,167.0,833.0,0.0,0.0
1085,0.0,0.0,104.39,0.23,0.23,59.61,17.87,17.74,4672.0,0.6042470023980815,0.452,5.716,834,166.6,166.0,167.0,833.0,0.0,0.0
1090,0.0,0.0,104.36,0.23,0.23,59.72,17.87,17.74,4679.0,0.6137971188475391,0.477,6.676,833,166.8,166.0,167.0,834.0,0.0,0.0
1095,0.0,0.0,108.32,0.23,0.23,59.85,17.87,17.74,4690.0,0.6150216086434573,0.441,7.167,833,166.6,166.0,167.0,833.0,0.0,0.0
1100,0.0,0.0,104.28,0.23,0.23,59.78,17.87,17.74,4684.0,0.6132829736211032,0.456,8.127,834,166.6,166.0,167.0,833.0,0.0,0.0
1105,0.0,0.0,104.24,0.23,0.23,59.89,17.87,17.74,4692.0,0.6153829531812726,0.42,4.973,833,166.8,166.0,167.0,834.0,0.0,0.0
1110,0.0,0.0,104.18,0.23,0.23,59.81,17.87,17.74,4687.0,0.6097973621103118,0.444,6.951,834,166.6,166.0,167.0,833.0,0.0,0.0
1115,0.0,0.0,108.22,0.23,0.23,59.93,17.87,17.74,4697.0,0.6083517406962785,0.456,4.372,833,166.6,166.0,167.0,833.0,0.0,0.0
1120,0.0,0.0,108.95,0.23,0.23,60.02,17.87,17.74,4704.0,0.6076314525810323,0.471,4.015,833,166.8,166.0,167.0,834.0,0.0,0.0
1125,0.0,0.0,104.52,0.23,0.23,60.16,17.87,17.74,4714.0,0.6056954436450839,0.453,5.136,834,166.6,166.0,167.0,833.0,0.0,0.0
1130,0.0,0.0,104.19,0.23,0.23,60.28,17.87,17.74,4723.0,0.6149327731092438,0.468,7.086,833,166.6,166.0,167.0,833.0,0.0,0.0
1135,0.0,0.0,108.78,0.23,0.23,60.23,17.87,17.74,4719.0,0.6031788715486194,0.454,4.2,833,166.8,166.0,167.0,834.0,0.0,0.0
1140,0.0,0.0,104.37,0.23,0.23,60.33,17.87,17.74,4727.0,0.609093637454982,0.391,8.319,833,166.6,166.0,167.0,833.0,0.0,0.0
1145,0.01,0.01,104.31,0.23,0.23,60.42,17.87,17.74,4734.0,0.6114088729016787,0.452,4.481,834,166.6,166.0,167.0,833.0,0.0,0.0
1150,0.0,0.0,105.25,0.23,0.23,60.52,17.87,17.74,4743.0,0.6134633853541417,0.457,6.813,833,166.8,166.0,167.0,834.0,0.0,0.0
1155,0.0,0.0,104.53,0.23,0.23,60.49,17.87,17.74,4741.0,0.6165558223289316,0.473,7.958,833,166.6,166.0,167.0,833.0,0.0,0.0
1160,0.0,0.0,105.0,0.23,0.23,60.59,17.87,17.74,4748.0,0.6125803357314149,0.459,4.901,834,166.6,166.0,167.0,833.0,0.0,0.0
1165,0.0,0.0,104.61,0.23,0.23,60.69,17.87,17.74,4756.0,0.6048391356542617,0.441,6.212,833,166.8,166.0,167.0,834.0,0.0,0.0
1170,0.0,0.0,108.45,0.23,0.23,60.82,17.87,17.74,4766.0,0.6175186074429773,0.459,8.918,833,166.6,166.0,167.0,833.0,0.0,0.0
1175,0.0,0.01,107.52,0.23,0.23,60.99,17.87,17.74,4780.0,0.6326390887290168,0.451,14.302,834,166.8,166.0,167.0,834.0,0.0,0.0
1180,0.0,0.0,104.41,0.23,0.23,61.08,17.87,17.74,4787.0,0.6078739495798319,0.468,6.453,833,166.6,166.0,167.0,833.0,0.0,0.0
1185,0.0,0.0,105.54,0.23,0.23,60.99,17.87,17.74,4780.0,0.6228836930455636,0.425,10.102,834,166.6,166.0,167.0,833.0,0.0,0.0
1190,0.0,0.0,104.27,0.23,0.23,61.13,17.87,17.74,4790.0,0.6205978391356543,0.452,9.821,833,166.6,166.0,167.0,833.0,0.0,0.0
1195,0.0,0.0,104.21,0.23,0.23,61.24,17.87,17.74,4799.0,0.615030012004802,0.456,8.987,833,166.8,166.0,167.0,834.0,0.0,0.0
1200,0.0,0.0,104.19,0.23,0.23,61.16,17.87,17.74,4793.0,0.6110083932853717,0.473,6.386,834,166.6,166.0,167.0,833.0,0.0,0.0
1205,0.01,0.0,109.36,0.23,0.23,61.28,17.87,17.74,4802.0,0.604171668667467,0.442,8.534,833,166.8,166.0,167.0,834.0,0.0,0.0
1210,0.0,0.0,104.22,0.23,0.23,61.4,17.87,17.74,4811.0,0.611343337334934,0.468,8.301,833,166.6,166.0,167.0,833.0,0.0,0.0
1215,0.0,0.0,104.64,0.23,0.23,61.5,17.87,17.74,4819.0,0.6081510791366906,0.477,6.274,834,166.6,166.0,167.0,833.0,0.0,0.0
1220,0.0,0.0,104.58,0.23,0.23,61.41,17.87,17.74,4812.0,0.6255858343337334,0.47,8.303,833,166.8,166.0,167.0,834.0,0.0,0.0
1225,0.0,0.0,109.7,0.23,0.23,61.54,17.87,17.74,4823.0,0.6193625450180071,0.452,8.508,833,166.6,166.0,167.0,833.0,0.0,0.0
1230,0.0,0.0,109.94,0.23,0.23,61.65,17.87,17.74,4831.0,0.6252146282973621,0.451,8.543,834,166.6,166.0,167.0,833.0,0.0,0.0
1235,0.01,0.0,104.1,0.23,0.23,61.74,17.87,17.74,4838.0,0.6049927971188476,0.4,5.975,833,166.8,166.0,167.0,834.0,0.0,0.0
1240,0.0,0.0,104.49,0.23,0.23,61.87,17.87,17.74,4848.0,0.6223445378151261,0.451,9.685,833,166.6,166.0,167.0,833.0,0.0,0.0
1245,0.0,0.0,103.91,0.23,0.23,62.01,17.87,17.74,4859.0,0.6107529976019185,0.42,6.042,834,166.6,166.0,167.0,833.0,0.0,0.0
1250,0.0,0.0,104.25,0.23,0.23,62.11,17.87,17.74,4868.0,0.6291260504201681,0.455,8.123,833,166.8,166.0,167.0,834.0,0.0,0.0
1255,0.0,0.0,105.82,0.23,0.23,62.24,17.87,17.74,4878.0,0.610475935828877,0.481,6.738,748,166.66666666666666,166.0,167.0,500.0,0.0,0.0
