site,date,time,navTime,totalTime,lcp,fcp,ttfb,tbt,tti,longTasks,longestTask,error
"http://localhost:8080/","2024-12-4","15:46:08","2078","7110","1276.3999999985099","1276.3999999985099","359.0999999977648","0","1232.5999999977648","1","117",""
"http://localhost:8080/","2024-12-4","15:46:16","2071","7092","1214.0999999977648","1214.0999999977648","357.5999999977648","0","1170","1","83",""
"http://localhost:8080/","2024-12-4","15:46:24","2076","7096","1232.199999999255","1232.199999999255","355.79999999701977","0","1191.199999999255","1","92",""
"http://localhost:8080/","2024-12-4","15:46:31","2055","7075","1223.9000000022352","1223.9000000022352","356.30000000074506","0","1175","1","87",""
"http://localhost:8080/","2024-12-4","15:46:39","2078","7099","1212.699999999255","1212.699999999255","363.19999999925494","0","1179.800000000745","1","87",""
"http://localhost:8080/","2024-12-4","15:46:47","2069","7090","1215.6000000014901","1215.6000000014901","355.1000000014901","0","1169.1000000014901","1","84",""
"http://localhost:8080/","2024-12-4","15:46:55","2071","7092","1215.0999999977648","1215.0999999977648","356.80000000074506","0","1172.699999999255","1","87",""
"http://localhost:8080/","2024-12-4","15:47:02","2027","7048","1203.0999999977648","1203.0999999977648","354.8999999985099","0","1159.7999999970198","1","89",""
"http://localhost:8080/","2024-12-4","15:47:10","2073","7096","1207.800000000745","1207.800000000745","356.3999999985099","0","1169","1","81",""
"http://localhost:8080/","2024-12-4","15:47:18","2078","7097","1217.5999999977648","1217.5999999977648","362","0","1184","1","92",""
"http://localhost:8080/","2024-12-4","15:47:26","2076","7094","1214.3999999985099","1214.3999999985099","362.5999999977648","0","1179.5999999977648","1","87",""
"http://localhost:8080/","2024-12-4","15:47:34","2071","7092","1223.2999999970198","1223.2999999970198","356.5","0","1174","1","89",""
"http://localhost:8080/","2024-12-4","15:47:41","2076","7096","1230.300000000745","1230.300000000745","364.1000000014901","0","1182.9000000022352","1","90",""
"http://localhost:8080/","2024-12-4","15:47:49","2077","7098","1211.7999999970198","1211.7999999970198","356.5","0","1174.3999999985099","1","83",""
"http://localhost:8080/","2024-12-4","15:47:57","2068","7087","1217.7999999970198","1217.7999999970198","357.5","0","1177.699999999255","1","90",""
"http://localhost:8080/","2024-12-4","15:48:05","2073","7092","1216.2000000029802","1216.2000000029802","356","0","1171.5","1","85",""
"http://localhost:8080/","2024-12-4","15:48:13","2077","7097","1256.2000000029802","1256.2000000029802","356.80000000074506","0","1210.1000000014901","1","115",""
"http://localhost:8080/","2024-12-4","15:48:20","2073","7092","1221.6000000014901","1221.6000000014901","357.4000000022352","0","1177.1000000014901","1","90",""
"http://localhost:8080/","2024-12-4","15:48:28","2076","7096","1225.9000000022352","1225.9000000022352","362.20000000298023","0","1180.6000000014901","1","88",""
"http://localhost:8080/","2024-12-4","15:48:36","2072","7093","1212.2000000029802","1212.2000000029802","355.1000000014901","0","1176","1","90",""
"http://localhost:8080/","2024-12-4","15:48:44","2063","7083","1216.6000000014901","1216.6000000014901","356.3999999985099","0","1173.199999999255","1","88",""
"http://localhost:8080/","2024-12-4","15:48:51","2057","7080","1220.7999999970198","1220.7999999970198","356.79999999701977","0","1180.199999999255","1","86",""
"http://localhost:8080/","2024-12-4","15:48:59","2055","7072","1214.800000000745","1214.800000000745","356.5","0","1174","1","90",""
"http://localhost:8080/","2024-12-4","15:49:07","2062","7085","1212.5","1212.5","360.19999999925494","0","1178.2999999970198","1","84",""
"http://localhost:8080/","2024-12-4","15:49:15","2079","7100","1226.800000000745","1226.800000000745","362.30000000074506","0","1182.300000000745","1","86",""
"http://localhost:8080/","2024-12-4","15:49:22","2077","7099","1218.300000000745","1218.300000000745","363.69999999925494","0","1183.300000000745","1","90",""
"http://localhost:8080/","2024-12-4","15:49:30","2080","7102","1228.7999999970198","1228.7999999970198","360.0999999977648","0","1181.8999999985099","1","90",""
"http://localhost:8080/","2024-12-4","15:49:38","2077","7097","1232.5","1232.5","356.30000000074506","0","1188.1000000014901","1","90",""
"http://localhost:8080/","2024-12-4","15:49:46","2071","7093","1212.4000000022352","1212.4000000022352","355.69999999925494","0","1170.1000000014901","1","85",""
"http://localhost:8080/","2024-12-4","15:49:53","2056","7078","1212.4000000022352","1212.4000000022352","357.80000000074506","0","1176.9000000022352","1","90",""
"http://localhost:8080/","2024-12-4","15:50:01","2071","7091","1216.199999999255","1216.199999999255","357.80000000074506","0","1174.0999999977648","1","86",""
"http://localhost:8080/","2024-12-4","15:50:09","2058","7077","1222.1000000014901","1222.1000000014901","356.1000000014901","0","1180.4000000022352","1","91",""
"http://localhost:8080/","2024-12-4","15:50:17","2069","7090","1227.699999999255","1227.699999999255","356.69999999925494","0","1188.8999999985099","1","88",""
"http://localhost:8080/","2024-12-4","15:50:25","2066","7086","1226.199999999255","1226.199999999255","356.5","0","1179","1","90",""
"http://localhost:8080/","2024-12-4","15:50:32","2063","7086","1223.5999999977648","1223.5999999977648","356.80000000074506","0","1175.5999999977648","1","89",""
"http://localhost:8080/","2024-12-4","15:50:40","2079","7099","1232.2999999970198","1232.2999999970198","357.29999999701977","0","1192.7999999970198","1","91",""
"http://localhost:8080/","2024-12-4","15:50:48","2071","7090","1225.800000000745","1225.800000000745","355.19999999925494","0","1183.199999999255","1","89",""
"http://localhost:8080/","2024-12-4","15:50:56","2071","7091","1215.2000000029802","1215.2000000029802","356.9000000022352","0","1170.5","1","86",""
"http://localhost:8080/","2024-12-4","15:51:03","2071","7093","1224.199999999255","1224.199999999255","356.3999999985099","0","1181.5999999977648","1","86",""
"http://localhost:8080/","2024-12-4","15:51:11","2091","7113","1248.8999999985099","1248.8999999985099","370.3999999985099","0","1208.199999999255","1","88",""
"http://localhost:8080/","2024-12-4","15:51:19","2087","7105","1244","1244","377.4000000022352","0","1197.300000000745","1","82",""
"http://localhost:8080/","2024-12-4","15:51:27","2099","7122","1236.300000000745","1236.300000000745","370.19999999925494","0","1195.8999999985099","1","90",""
"http://localhost:8080/","2024-12-4","15:51:35","2098","7121","1242.9000000022352","1242.9000000022352","370.9000000022352","0","1198.5","1","84",""
"http://localhost:8080/","2024-12-4","15:51:42","2087","7106","1240.3999999985099","1240.3999999985099","362.30000000074506","0","1205.6000000014901","1","83",""
"http://localhost:8080/","2024-12-4","15:51:50","2090","7113","1255","1255","372.30000000074506","0","1208.199999999255","1","88",""
"http://localhost:8080/","2024-12-4","15:51:58","2107","7128","1259","1259","369.3999999985099","0","1211.7999999970198","1","87",""
"http://localhost:8080/","2024-12-4","15:52:06","2102","7125","1227.699999999255","1227.699999999255","370.69999999925494","0","1188.5","1","84",""
"http://localhost:8080/","2024-12-4","15:52:14","2092","7113","1243.800000000745","1243.800000000745","369","0","1202.9000000022352","1","88",""
"http://localhost:8080/","2024-12-4","15:52:21","2098","7120","1263.6000000014901","1263.6000000014901","371.20000000298023","0","1218.7000000029802","1","89",""
"http://localhost:8080/","2024-12-4","15:52:29","2099","7121","1244.2000000029802","1244.2000000029802","377.30000000074506","0","1208","1","88",""
"http://localhost:8080/","2024-12-4","15:52:37","2101","7127","1253.800000000745","1253.800000000745","374.30000000074506","0","1208.9000000022352","1","91",""
"http://localhost:8080/","2024-12-4","15:52:45","2094","7113","1244.699999999255","1244.699999999255","369.69999999925494","0","1203.0999999977648","1","88",""
"http://localhost:8080/","2024-12-4","15:52:53","2092","7115","1244.3999999985099","1244.3999999985099","369.3999999985099","0","1194.8999999985099","1","89",""
"http://localhost:8080/","2024-12-4","15:53:00","2089","7110","1244","1244","362.3999999985099","0","1199.699999999255","1","92",""
"http://localhost:8080/","2024-12-4","15:53:08","2110","7131","1260.699999999255","1260.699999999255","371.29999999701977","0","1214.199999999255","1","89",""
"http://localhost:8080/","2024-12-4","15:53:16","2107","7128","1245.800000000745","1245.800000000745","370.69999999925494","0","1202.3999999985099","1","86",""
"http://localhost:8080/","2024-12-4","15:53:24","2095","7117","1243.199999999255","1243.199999999255","362.6000000014901","0","1195.300000000745","1","90",""
"http://localhost:8080/","2024-12-4","15:53:32","2113","7133","1263.6000000014901","1263.6000000014901","369.69999999925494","0","1219","1","83",""
"http://localhost:8080/","2024-12-4","15:53:40","2102","7125","1244.6000000014901","1244.6000000014901","369.6000000014901","0","1200.4000000022352","1","85",""
"http://localhost:8080/","2024-12-4","15:53:47","2100","7120","1236.300000000745","1236.300000000745","366","0","1194.300000000745","1","79",""
