site,date,time,navTime,totalTime,lcp,fcp,ttfb,tbt,tti,longTasks,longestTask,error
"http://localhost:8080/","2024-12-3","18:40:59","1272","6289","709.7999999970198","709.7999999970198","501.79999999701977","0","709.7999999970198","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:06","798","5811","256.1000000014901","256.1000000014901","70.80000000447035","0","256.1000000014901","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:13","770","5781","232.39999999850988","232.39999999850988","53.5","0","232.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:19","771","5783","233.89999999850988","233.89999999850988","55.600000001490116","0","233.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:26","771","5783","242.39999999850988","242.39999999850988","58.70000000298023","0","242.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:32","765","5777","234.20000000298023","234.20000000298023","46.20000000298023","0","234.20000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:39","772","5783","247.20000000298023","247.20000000298023","50.899999998509884","0","247.20000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:45","770","5782","236.19999999552965","236.19999999552965","39.5","0","236.19999999552965","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:52","771","5782","238.39999999850988","238.39999999850988","53.899999998509884","0","238.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:41:58","778","5788","246.10000000149012","246.10000000149012","54.600000001490116","0","246.10000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:05","756","5769","219.20000000298023","219.20000000298023","39.5","0","219.20000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:11","747","5760","222.70000000298023","222.70000000298023","38.70000000298023","0","222.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:18","771","5782","237.70000000298023","237.70000000298023","41.399999998509884","0","237.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:24","771","5782","248.39999999850988","248.39999999850988","41.79999999701977","0","248.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:31","751","5764","221.40000000596046","221.40000000596046","34.20000000298023","0","221.40000000596046","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:37","764","5775","230.80000000447035","230.80000000447035","43","0","230.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:44","774","5785","235.89999999850988","235.89999999850988","40.79999999701977","0","235.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:50","775","5785","238.70000000298023","238.70000000298023","46.899999998509884","0","238.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:42:57","753","5765","221.39999999850988","221.39999999850988","37.20000000298023","0","221.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:03","780","5793","234.80000000447035","234.80000000447035","40.70000000298023","0","234.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:10","761","5773","238.70000000298023","238.70000000298023","36.70000000298023","0","238.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:16","791","5803","251.89999999850988","251.89999999850988","45.69999999552965","0","251.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:22","771","5780","236.89999999850988","236.89999999850988","47.70000000298023","0","236.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:29","799","5809","249.39999999850988","249.39999999850988","40.899999998509884","0","249.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:35","756","5768","236.5","236.5","32.900000005960464","0","236.5","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:42","771","5781","235.60000000149012","235.60000000149012","44.899999998509884","0","235.60000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:48","740","5750","219.80000000447035","219.80000000447035","30.5","0","219.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:43:55","802","5813","250.19999999552965","250.19999999552965","42.899999998509884","0","250.19999999552965","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:01","755","5768","230.5","230.5","42.69999999552965","0","230.5","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:08","739","5750","204.80000000447035","204.80000000447035","33.900000005960464","0","204.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:14","783","5796","230.5","230.5","42.5","0","230.5","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:21","801","5811","241.39999999850988","241.39999999850988","43.600000001490116","0","241.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:27","770","5782","216.70000000298023","216.70000000298023","35.5","0","216.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:34","792","5804","231.39999999850988","231.39999999850988","39.20000000298023","0","231.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:40","765","5775","231.10000000149012","231.10000000149012","41.600000001490116","0","231.10000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:47","752","5764","219.80000000447035","219.80000000447035","30.30000000447035","0","219.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:44:53","755","5766","238.60000000149012","238.60000000149012","35.29999999701977","0","238.60000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:00","752","5762","221.89999999850988","221.89999999850988","35","0","221.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:06","744","5756","220.80000000447035","220.80000000447035","30.400000005960464","0","220.80000000447035","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:13","768","5777","237.39999999850988","237.39999999850988","42","0","237.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:19","750","5761","217.69999999552965","217.69999999552965","36.099999994039536","0","217.69999999552965","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:25","754","5766","220.39999999850988","220.39999999850988","31.19999999552965","0","220.39999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:32","748","5761","221.19999999552965","221.19999999552965","33.19999999552965","0","221.19999999552965","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:38","753","5765","220","220","29.69999999552965","0","220","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:45","743","5755","221.79999999701977","221.79999999701977","29.899999998509884","0","221.79999999701977","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:51","767","5778","237.90000000596046","237.90000000596046","33.100000001490116","0","237.90000000596046","0","-1",""
"http://localhost:8080/","2024-12-3","18:45:58","796","5808","243.89999999850988","243.89999999850988","47.80000000447035","0","243.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:04","750","5761","223.40000000596046","223.40000000596046","32","0","223.40000000596046","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:11","745","5757","220.89999999850988","220.89999999850988","26.399999998509884","0","220.89999999850988","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:17","807","5817","267.70000000298023","267.70000000298023","40.600000001490116","0","267.70000000298023","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:24","744","5757","220.09999999403954","220.09999999403954","34.19999999552965","0","220.09999999403954","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:30","746","5758","219.59999999403954","219.59999999403954","31","0","219.59999999403954","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:37","776","5788","240.60000000149012","240.60000000149012","33.600000001490116","0","240.60000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:43","752","5763","221.5","221.5","30.600000001490116","0","221.5","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:49","754","5765","222.29999999701977","222.29999999701977","28.399999998509884","0","222.29999999701977","0","-1",""
"http://localhost:8080/","2024-12-3","18:46:56","737","5741","205.60000000149012","205.60000000149012","29.69999999552965","0","205.60000000149012","0","-1",""
"http://localhost:8080/","2024-12-3","18:47:02","747","5749","222","222","30.5","0","222","0","-1",""
