timestamp,cdn_cpu_percent,discovery_cpu_percent,homepage_cpu_percent,monolith_cpu_percent,recommendations_cpu_percent,teasers_cpu_percent,cdn_mem_percent,discovery_mem_percent,homepage_mem_percent,monolith_mem_percent,recommendations_mem_percent,teasers_mem_percent,cdn_mem_usage,discovery_mem_usage,homepage_mem_usage,monolith_mem_usage,recommendations_mem_usage,teasers_mem_usage,duration_mean,duration_min,duration_max,duration_count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
915,0.01,3.08,70.71,10.78,0.01,0.01,0.32,0.85,3.26,36.39,0.53,0.56,24.84,66.84,255.4,2851.0,41.91,44.14,7.75208862275449,5.286,13.494,835,166.8,166.0,167.0,834.0,0.0,0.0
920,0.0,2.94,73.7,11.17,0.0,0.0,0.32,0.85,3.22,36.38,0.53,0.56,24.84,66.84,252.4,2850.0,41.91,44.14,7.774120048019207,5.092,12.582,833,166.6,166.0,167.0,833.0,0.0,0.0
925,0.0,3.08,73.87,11.31,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.84,66.86,253.2,2850.0,41.91,44.14,7.837268585131895,5.364,14.492,834,166.8,166.0,167.0,834.0,0.0,0.0
930,0.0,3.09,74.29,11.1,0.0,0.0,0.32,0.85,3.24,36.38,0.53,0.56,24.84,66.8,253.8,2851.0,41.91,44.14,7.748230215827339,5.239,12.572,834,166.6,166.0,167.0,833.0,0.0,0.0
935,0.0,3.24,69.92,11.41,0.0,0.0,0.32,0.85,3.26,36.38,0.53,0.56,24.84,66.84,255.1,2850.0,41.91,44.14,7.782521008403362,5.205,13.308,833,166.8,166.0,167.0,834.0,0.0,0.0
940,0.0,2.84,74.44,11.24,0.0,0.0,0.32,0.85,3.28,36.38,0.53,0.56,24.84,66.95,256.8,2850.0,41.91,44.14,7.783082833133253,5.121,18.374,833,166.6,166.0,167.0,833.0,0.0,0.0
945,0.01,3.39,74.3,11.48,0.01,0.01,0.32,0.85,3.22,36.38,0.53,0.56,24.84,66.88,252.7,2851.0,41.91,44.14,7.839111510791367,5.168,13.603,834,166.6,166.0,167.0,833.0,0.0,0.0
950,0.0,5.01,73.91,11.54,0.0,0.0,0.32,0.85,3.24,36.39,0.53,0.56,24.84,66.85,253.7,2851.0,41.91,44.14,7.8257731092436975,5.086,14.162,833,166.8,166.0,167.0,834.0,0.0,0.0
955,0.0,3.22,73.8,11.08,0.0,0.0,0.32,0.85,3.25,36.38,0.53,0.56,24.84,66.77,254.5,2850.0,41.91,44.14,7.769162064825931,5.203,13.275,833,166.6,166.0,167.0,833.0,0.0,0.0
960,0.0,2.94,70.26,10.9,0.0,0.0,0.32,0.85,3.26,36.38,0.53,0.56,24.84,66.9,255.4,2850.0,41.91,44.14,7.86482134292566,5.093,14.944,834,166.8,166.0,167.0,834.0,0.0,0.0
965,0.0,4.35,74.37,11.12,0.0,0.0,0.32,0.85,3.22,36.38,0.53,0.56,24.84,66.81,252.3,2850.0,41.91,44.14,7.784735894357744,5.32,13.444,833,166.6,166.0,167.0,833.0,0.0,0.0
970,0.0,3.36,73.64,11.29,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.84,66.85,253.2,2851.0,41.91,44.14,7.822462829736211,5.352,12.409,834,166.6,166.0,167.0,833.0,0.0,0.0
975,0.01,4.01,75.32,11.16,0.01,0.01,0.32,0.85,3.25,36.38,0.53,0.56,24.84,66.86,254.4,2850.0,41.91,44.14,7.855546218487395,5.291,12.892,833,166.8,166.0,167.0,834.0,0.0,0.0
980,0.0,3.11,71.26,13.42,0.0,0.0,0.32,0.85,3.26,36.38,0.53,0.56,24.82,66.9,255.3,2851.0,41.91,44.14,7.846807923169267,5.244,17.168,833,166.6,166.0,167.0,833.0,0.0,0.0
985,0.0,3.02,73.7,10.96,0.0,0.0,0.32,0.85,3.22,36.38,0.53,0.56,24.82,66.9,252.0,2850.0,41.91,44.14,7.8171726618705035,5.276,14.743,834,166.6,166.0,167.0,833.0,0.0,0.0
990,0.0,3.13,74.28,11.09,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.89,252.9,2850.0,41.91,44.14,7.761253301320528,5.261,13.152,833,166.8,166.0,167.0,834.0,0.0,0.0
995,0.0,3.37,74.14,11.2,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.98,253.5,2850.0,41.91,44.14,7.747870348139255,5.161,12.898,833,166.6,166.0,167.0,833.0,0.0,0.0
1000,0.0,3.05,70.68,11.06,0.0,0.0,0.32,0.85,3.25,36.38,0.53,0.56,24.82,66.83,254.6,2850.0,41.91,44.14,7.8167242206235015,5.165,13.485,834,166.6,166.0,167.0,833.0,0.0,0.0
1005,0.01,3.77,70.99,11.02,0.17,0.02,0.32,0.85,3.26,36.38,0.54,0.56,24.82,66.93,255.7,2850.0,41.95,44.14,7.80869387755102,5.065,13.469,833,166.8,166.0,167.0,834.0,0.0,0.0
1010,0.0,3.67,74.73,11.28,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.72,252.9,2850.0,41.91,44.14,7.8654429771908765,5.303,12.797,833,166.6,166.0,167.0,833.0,0.0,0.0
1015,0.0,4.67,74.65,11.11,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.96,253.3,2850.0,41.91,44.14,7.835182254196643,5.797,12.857,834,166.6,166.0,167.0,833.0,0.0,0.0
1020,0.0,4.37,75.18,11.07,0.0,0.0,0.32,0.85,3.24,36.38,0.53,0.56,24.82,66.91,254.3,2850.0,41.91,44.14,7.837853541416567,5.269,13.474,833,166.8,166.0,167.0,834.0,0.0,0.0
1025,0.0,2.97,70.52,10.75,0.0,0.0,0.32,0.85,3.26,36.38,0.53,0.56,24.82,66.98,255.2,2850.0,41.91,44.14,7.777547418967587,5.129,13.51,833,166.6,166.0,167.0,833.0,0.0,0.0
1030,0.0,3.0,73.52,10.87,0.0,0.0,0.32,0.85,3.22,36.38,0.53,0.56,24.82,66.89,252.2,2850.0,41.91,44.14,7.821489795918368,5.215,12.739,833,166.6,166.0,167.0,833.0,0.0,0.0
1035,0.01,3.44,74.21,12.03,0.13,0.13,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.86,252.8,2850.0,41.91,44.14,7.768755395683453,5.088,12.224,834,166.8,166.0,167.0,834.0,0.0,0.0
1040,0.0,3.24,74.56,11.07,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.77,253.5,2850.0,41.91,44.14,7.842349339735894,5.083,14.156,833,166.6,166.0,167.0,833.0,0.0,0.0
1045,0.0,3.18,71.19,11.03,0.0,0.0,0.32,0.86,3.25,36.38,0.53,0.56,24.82,67.01,254.9,2850.0,41.91,44.14,7.848244604316546,5.011,12.887,834,166.6,166.0,167.0,833.0,0.0,0.0
1050,0.0,2.97,73.46,10.84,0.0,0.0,0.32,0.85,3.27,36.38,0.53,0.56,24.82,66.95,255.9,2850.0,41.91,44.14,7.785322929171668,5.178,12.495,833,166.8,166.0,167.0,834.0,0.0,0.0
1055,0.0,3.64,75.74,10.92,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.84,252.9,2851.0,41.91,44.14,7.859178871548619,5.676,19.413,833,166.6,166.0,167.0,833.0,0.0,0.0
1060,0.0,3.25,76.78,11.57,0.0,0.0,0.32,0.85,3.23,36.38,0.53,0.56,24.82,66.79,253.4,2850.0,41.91,44.14,7.830095923261391,5.012,12.876,834,166.8,166.0,167.0,834.0,0.0,0.0
1065,0.01,3.43,75.92,12.01,0.0,0.0,0.32,0.85,3.25,36.38,0.53,0.56,24.82,66.84,254.8,2850.0,41.91,44.14,7.815535414165667,5.338,13.433,833,166.6,166.0,167.0,833.0,0.0,0.0
1070,0.0,3.19,69.46,11.35,0.0,0.0,0.32,0.85,3.26,36.37,0.53,0.56,24.82,66.88,255.4,2850.0,41.91,44.14,7.871961630695444,5.457,13.547,834,166.6,166.0,167.0,833.0,0.0,0.0
1075,0.0,4.39,75.36,10.99,0.0,0.0,0.32,0.85,3.24,36.37,0.53,0.56,24.82,66.71,253.9,2850.0,41.91,44.14,7.859642256902761,5.282,14.478,833,166.6,166.0,167.0,833.0,0.0,0.0
1080,0.0,3.06,73.68,11.29,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.91,253.3,2850.0,41.91,44.14,7.80698199279712,5.17,12.838,833,166.8,166.0,168.0,834.0,0.0,0.0
1085,0.0,4.33,71.89,11.0,0.0,0.0,0.32,0.85,3.26,36.38,0.53,0.56,24.82,66.88,255.5,2850.0,41.91,44.14,7.856860911270983,5.47,18.326,834,166.6,166.0,167.0,833.0,0.0,0.0
1090,0.0,3.04,69.46,11.31,0.0,0.0,0.32,0.85,3.25,36.37,0.53,0.56,24.82,66.82,255.0,2850.0,41.91,44.14,7.806980792316927,5.208,12.735,833,166.8,166.0,167.0,834.0,0.0,0.0
1095,0.01,3.1,71.65,11.06,0.09,0.12,0.32,0.85,3.27,36.37,0.53,0.56,24.82,66.8,256.4,2850.0,41.91,44.14,7.796903961584634,5.471,13.692,833,166.6,166.0,167.0,833.0,0.0,0.0
1100,0.0,2.89,74.16,11.04,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.82,253.0,2849.0,41.91,44.14,7.797338129496402,5.382,12.987,834,166.6,166.0,167.0,833.0,0.0,0.0
1105,0.0,2.85,71.99,10.99,0.0,0.0,0.32,0.85,3.26,36.37,0.53,0.56,24.82,66.83,255.4,2850.0,41.91,44.14,7.802920768307322,5.0,13.34,833,166.8,166.0,167.0,834.0,0.0,0.0
1110,0.0,3.03,70.44,10.9,0.0,0.0,0.32,0.86,3.25,36.37,0.53,0.56,24.82,67.21,254.6,2849.0,41.91,44.14,7.8075366146458585,5.217,13.687,833,166.6,166.0,167.0,833.0,0.0,0.0
1115,0.0,3.18,69.45,11.11,0.0,0.0,0.32,0.86,3.26,36.37,0.53,0.56,24.82,67.04,255.6,2850.0,41.91,44.14,7.783232613908873,5.235,12.807,834,166.8,166.0,167.0,834.0,0.0,0.0
1120,,,,,,,,,,,,,,,,,,,7.779925570228091,5.111,13.645,833,166.6,166.0,167.0,833.0,0.0,0.0
1125,0.0,3.81,74.32,11.11,0.0,0.0,0.32,0.85,3.24,36.38,0.53,0.56,24.82,66.86,253.9,2850.0,41.91,44.14,7.788785114045618,5.27,12.906,833,166.6,166.0,167.0,833.0,0.0,0.0
1130,0.0,3.47,75.01,11.71,0.14,0.11,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.96,253.1,2850.0,41.91,44.14,7.83673860911271,5.329,14.921,834,166.6,166.0,167.0,833.0,0.0,0.0
1135,0.0,3.07,74.66,11.02,0.0,0.0,0.32,0.85,3.24,36.37,0.53,0.56,24.82,66.92,253.8,2849.0,41.91,44.14,7.803735894357743,5.828,13.535,833,166.8,166.0,167.0,834.0,0.0,0.0
1140,0.0,3.3,69.07,11.24,0.0,0.0,0.32,0.85,3.25,36.38,0.53,0.56,24.82,66.92,255.0,2850.0,41.91,44.14,7.754727490996399,4.966,12.361,833,166.6,166.0,167.0,833.0,0.0,0.0
1145,0.0,2.93,69.53,11.2,0.0,0.0,0.32,0.85,3.26,36.37,0.53,0.56,24.82,66.84,255.6,2849.0,41.91,44.14,7.789426858513189,5.129,15.531,834,166.6,166.0,167.0,833.0,0.0,0.0
1150,0.0,3.47,74.2,10.93,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.92,252.8,2849.0,41.91,44.14,7.753920768307323,5.14,13.267,833,166.8,166.0,167.0,834.0,0.0,0.0
1155,0.0,4.17,74.92,11.48,0.0,0.0,0.32,0.85,3.24,36.38,0.53,0.56,24.82,66.8,253.5,2850.0,41.91,44.14,7.862915966386555,5.676,17.775,833,166.6,166.0,167.0,833.0,0.0,0.0
1160,0.0,3.17,75.78,12.54,0.01,0.13,0.32,0.85,3.25,36.37,0.53,0.56,24.82,66.89,254.4,2849.0,41.91,44.14,7.81523381294964,5.22,12.849,834,166.6,166.0,167.0,833.0,0.0,0.0
1165,0.0,2.75,69.83,11.23,0.0,0.0,0.32,0.85,3.26,36.37,0.53,0.56,24.82,66.86,255.4,2849.0,41.91,44.14,7.831903961584634,5.192,16.8,833,166.8,166.0,167.0,834.0,0.0,0.0
1170,0.0,4.91,75.68,11.0,0.0,0.0,0.32,0.85,3.22,36.37,0.53,0.56,24.82,66.89,252.7,2849.0,41.91,44.14,7.837665467625899,5.102,13.617,834,166.6,166.0,168.0,833.0,0.0,0.0
1175,0.0,3.14,76.98,11.06,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.81,253.5,2849.0,41.91,44.14,7.855084033613445,5.535,18.707,833,166.8,166.0,167.0,834.0,0.0,0.0
1180,0.0,3.13,76.73,11.05,0.0,0.0,0.32,0.85,3.24,36.38,0.53,0.56,24.82,66.89,254.0,2850.0,41.91,44.14,7.789605042016807,5.106,12.882,833,166.6,166.0,167.0,833.0,0.0,0.0
1185,0.0,3.06,71.09,11.0,0.0,0.0,0.32,0.85,3.25,36.37,0.53,0.56,24.82,66.98,255.0,2850.0,41.91,44.14,7.832869304556355,5.229,13.038,834,166.6,166.0,167.0,833.0,0.0,0.0
1190,0.0,3.1,75.48,11.86,0.01,0.12,0.32,0.85,3.21,36.37,0.53,0.56,24.82,66.91,251.6,2849.0,41.91,44.14,7.780082833133253,5.186,13.656,833,166.8,166.0,167.0,834.0,0.0,0.0
1195,0.0,3.32,72.98,11.31,0.0,0.0,0.32,0.85,3.22,36.37,0.53,0.56,24.82,66.92,252.6,2849.0,41.91,44.14,7.743864345738295,5.163,12.421,833,166.6,166.0,167.0,833.0,0.0,0.0
1200,0.0,3.04,73.96,10.93,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.81,253.5,2849.0,41.91,44.14,7.801960431654677,5.203,12.925,834,166.6,166.0,167.0,833.0,0.0,0.0
1205,0.0,3.48,69.69,11.17,0.0,0.0,0.32,0.85,3.25,36.36,0.53,0.56,24.82,66.95,254.6,2849.0,41.91,44.14,7.871214885954381,5.58,13.317,833,166.8,166.0,167.0,834.0,0.0,0.0
1210,0.0,3.75,70.51,11.12,0.0,0.0,0.32,0.85,3.26,36.37,0.53,0.56,24.82,66.74,255.9,2850.0,41.91,44.14,7.796463385354142,5.171,13.298,833,166.6,166.0,167.0,833.0,0.0,0.0
1215,0.0,2.82,73.9,11.32,0.0,0.0,0.32,0.85,3.22,36.37,0.53,0.56,24.82,66.94,252.5,2849.0,41.91,44.14,7.832178657074341,5.05,15.007,834,166.6,166.0,167.0,833.0,0.0,0.0
1220,0.01,4.1,76.73,12.07,0.1,0.14,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.77,253.4,2850.0,41.91,44.14,7.906116446578632,5.109,16.864,833,166.8,166.0,167.0,834.0,0.0,0.0
1225,0.0,2.81,74.05,11.24,0.0,0.0,0.32,0.85,3.25,36.37,0.53,0.56,24.82,66.92,254.3,2850.0,41.91,44.14,7.8016362545018,5.091,12.673,833,166.6,166.0,167.0,833.0,0.0,0.0
1230,0.0,2.81,71.06,11.47,0.0,0.0,0.32,0.85,3.25,36.37,0.53,0.56,24.82,66.82,255.0,2850.0,41.91,44.14,7.79026618705036,5.175,12.02,834,166.6,166.0,167.0,833.0,0.0,0.0
1235,0.0,3.73,74.07,11.02,0.0,0.0,0.32,0.85,3.21,36.37,0.53,0.56,24.82,66.96,251.7,2850.0,41.91,44.14,7.782512605042016,5.273,12.543,833,166.8,166.0,167.0,834.0,0.0,0.0
1240,0.0,3.17,73.82,11.11,0.0,0.0,0.32,0.85,3.23,36.37,0.53,0.56,24.82,66.74,252.9,2850.0,41.91,44.14,7.773421368547419,5.425,13.223,833,166.6,166.0,167.0,833.0,0.0,0.0
1245,0.0,3.05,74.05,11.11,0.0,0.0,0.32,0.85,3.24,36.37,0.53,0.56,24.82,66.82,253.9,2849.0,41.91,44.14,7.764995203836931,5.18,13.613,834,166.6,166.0,167.0,833.0,0.0,0.0
1250,0.01,3.18,74.11,11.6,0.12,0.1,0.32,0.85,3.25,36.37,0.53,0.56,24.83,66.8,254.5,2849.0,41.91,44.14,7.835330132052821,5.017,16.632,833,166.8,166.0,167.0,834.0,0.0,0.0
1255,0.0,2.84,69.49,11.13,0.0,0.0,0.32,0.85,3.26,36.36,0.53,0.56,24.83,66.94,255.8,2849.0,41.91,44.14,7.817717363751584,6.066,12.963,789,,,,0.0,0.0,0.0
