timestamp,cdn_cpu_percent,discovery_cpu_percent,monolith_cpu_percent,cdn_mem_percent,discovery_mem_percent,monolith_mem_percent,cdn_mem_usage,discovery_mem_usage,monolith_mem_usage,duration_mean,duration_min,duration_max,duration_count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
1210,0.0,0.0,104.18,0.26,0.23,49.97,20.45,18.23,3915.0,0.6469640287769785,0.461,1.92,417,83.4,83.0,84.0,417.0,0.0,0.0
1215,0.0,0.0,102.96,0.26,0.23,50.03,20.45,18.23,3920.0,0.6533533653846154,0.46,4.199,416,83.4,83.0,84.0,417.0,0.0,0.0
1220,0.0,0.0,106.27,0.26,0.23,50.12,20.45,18.23,3928.0,0.6909280575539569,0.484,6.735,417,83.2,83.0,84.0,416.0,0.0,0.0
1225,0.0,0.0,102.75,0.26,0.23,50.16,20.45,18.23,3931.0,0.6551175059952039,0.488,4.133,417,83.4,83.0,84.0,417.0,0.0,0.0
1230,0.0,0.0,103.83,0.26,0.23,50.23,20.45,18.23,3936.0,0.6742548076923077,0.486,2.638,416,83.4,83.0,84.0,417.0,0.0,0.0
1235,0.0,0.0,102.71,0.26,0.23,50.37,20.45,18.23,3947.0,0.6688393285371703,0.486,3.256,417,83.2,83.0,84.0,416.0,0.0,0.0
1240,0.0,0.0,102.96,0.26,0.23,50.4,20.45,18.23,3949.0,0.6480791366906475,0.472,2.031,417,83.4,83.0,84.0,417.0,0.0,0.0
1245,0.0,0.0,105.16,0.26,0.23,50.46,20.45,18.23,3954.0,0.6627307692307693,0.473,1.483,416,83.4,83.0,84.0,417.0,0.0,0.0
1250,0.0,0.0,102.75,0.26,0.23,50.53,20.45,18.23,3959.0,0.6647841726618704,0.483,1.958,417,83.2,83.0,84.0,416.0,0.0,0.0
1255,0.0,0.0,100.36,0.26,0.23,50.58,20.45,18.23,3963.0,0.6707902298850574,0.458,2.194,348,83.33333333333333,83.0,84.0,250.0,0.0,0.0
