timestamp,cdn_cpu_percent,discovery_cpu_percent,monolith_cpu_percent,recommendations_cpu_percent,teasers_cpu_percent,cdn_mem_percent,discovery_mem_percent,monolith_mem_percent,recommendations_mem_percent,teasers_mem_percent,cdn_mem_usage,discovery_mem_usage,monolith_mem_usage,recommendations_mem_usage,teasers_mem_usage,duration_mean,duration_min,duration_max,duration_count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
215,0.0,1.68,114.89,20.65,22.39,0.35,0.88,43.48,2.04,1.71,27.43,69.12,3407.0,159.6,134.1,6.566160671462829,5.654,13.623,417,83.2,83.0,84.0,416.0,0.0,0.0
220,0.0,2.41,114.38,27.56,17.63,0.35,0.88,43.58,2.04,1.71,27.43,69.0,3415.0,159.6,134.0,6.611642685851319,5.414,12.798,417,83.4,83.0,84.0,417.0,0.0,0.0
225,0.0,1.73,114.5,25.63,21.66,0.35,0.88,43.75,2.04,1.7,27.43,69.06,3429.0,159.5,133.4,6.530829326923077,5.609,13.771,416,83.2,83.0,84.0,416.0,0.0,0.0
230,0.0,1.65,114.88,22.32,22.9,0.35,0.88,43.87,2.04,1.69,27.43,69.12,3438.0,160.2,132.7,6.660587529976019,5.746,16.998,417,83.4,83.0,84.0,417.0,0.0,0.0
235,0.0,1.73,114.53,19.58,18.83,0.35,0.88,43.97,1.95,1.69,27.43,69.12,3445.0,153.0,132.6,6.545139088729017,5.75,11.754,417,83.4,83.0,84.0,417.0,0.0,0.0
240,0.0,1.7,119.98,21.93,21.69,0.35,0.88,44.14,1.95,1.69,27.43,68.99,3460.0,152.9,132.4,6.575009615384616,5.484,14.479,416,83.4,83.0,84.0,417.0,0.0,0.0
245,0.0,1.7,115.75,26.5,25.9,0.35,0.88,44.26,1.96,1.69,27.43,69.05,3468.0,153.6,132.6,6.688115107913669,5.553,15.304,417,83.2,83.0,84.0,416.0,0.0,0.0
250,0.0,1.68,114.36,26.13,20.75,0.35,0.88,44.35,1.95,1.69,27.43,69.12,3475.0,152.6,132.5,6.6497218225419665,5.737,14.532,417,83.4,83.0,84.0,417.0,0.0,0.0
255,0.0,1.68,119.73,21.52,20.69,0.35,0.88,44.52,1.93,1.69,27.43,69.12,3489.0,151.2,132.6,6.496543269230769,5.642,13.123,416,83.4,83.0,84.0,417.0,0.0,0.0
260,0.0,1.7,115.09,25.65,19.17,0.35,0.88,44.62,1.91,1.69,27.45,69.26,3496.0,150.0,132.8,6.615429256594724,5.564,15.282,417,83.2,83.0,84.0,416.0,0.0,0.0
265,0.0,1.84,115.21,26.73,24.26,0.35,0.88,44.73,1.93,1.69,27.45,69.32,3505.0,151.1,132.4,6.5249592326139085,5.615,15.898,417,83.4,83.0,84.0,417.0,0.0,0.0
270,0.0,2.11,119.15,24.41,23.34,0.35,0.89,44.91,1.93,1.69,27.45,69.44,3520.0,151.2,132.6,6.5852812499999995,5.714,13.418,416,83.4,83.0,84.0,417.0,0.0,0.0
275,0.0,1.68,114.98,19.93,25.0,0.35,0.89,45.01,1.94,1.69,27.45,69.44,3527.0,152.4,132.6,6.702659472422062,5.714,16.983,417,83.2,83.0,84.0,416.0,0.0,0.0
280,0.0,1.7,114.61,24.21,20.33,0.35,0.88,45.13,1.93,1.7,27.45,69.32,3536.0,151.1,133.0,6.627251798561151,5.619,17.206,417,83.4,83.0,84.0,417.0,0.0,0.0
285,0.0,1.73,119.69,25.59,19.61,0.35,0.89,45.27,1.92,1.69,27.45,69.36,3548.0,150.9,132.7,6.5686466346153844,5.688,12.906,416,83.2,83.0,84.0,416.0,0.0,0.0
290,0.0,1.73,114.68,23.72,21.73,0.35,0.89,45.39,1.91,1.71,27.45,69.68,3557.0,149.6,134.1,6.58863788968825,5.7,14.652,417,83.4,83.0,84.0,417.0,0.0,0.0
295,0.0,1.72,114.76,22.36,23.03,0.35,0.89,45.48,1.94,1.72,27.45,69.44,3564.0,151.7,135.0,6.667865707434053,5.79,15.187,417,83.4,83.0,84.0,417.0,0.0,0.0
300,0.0,2.97,121.99,30.31,24.97,0.35,0.88,45.66,2.07,1.7,27.45,69.32,3577.0,162.4,133.0,6.73709375,4.956,19.501,416,83.4,83.0,84.0,417.0,0.0,0.0
305,0.0,1.89,114.85,21.37,24.63,0.35,0.89,45.78,2.17,1.75,27.45,69.38,3587.0,170.1,137.2,6.576558752997602,5.494,12.603,417,83.2,83.0,84.0,416.0,0.0,0.0
310,0.0,1.91,114.34,24.71,20.19,0.35,0.89,45.86,2.12,1.76,27.45,69.45,3594.0,166.0,138.1,6.6964604316546765,5.538,14.767,417,83.4,83.0,84.0,417.0,0.0,0.0
315,0.0,1.8,121.26,22.99,20.02,0.35,0.89,46.05,1.97,1.72,27.45,69.45,3608.0,154.6,134.5,6.674084134615384,5.67,15.697,416,83.2,83.0,84.0,416.0,0.0,0.0
320,0.0,3.09,114.64,24.71,20.7,0.35,0.88,46.16,1.98,1.72,27.45,69.35,3617.0,155.5,134.5,7.151009592326139,4.577,13.733,417,83.4,83.0,84.0,417.0,0.0,0.0
325,0.0,1.65,114.01,22.51,19.14,0.35,0.89,46.26,1.99,1.71,27.45,69.4,3624.0,155.7,134.2,7.010944711538461,5.521,16.879,416,83.4,83.0,84.0,417.0,0.0,0.0
330,0.0,1.69,122.17,22.06,23.75,0.35,0.89,46.43,2.02,1.71,27.45,69.46,3638.0,158.0,134.2,6.940179856115107,5.487,18.739,417,83.2,83.0,84.0,416.0,0.0,0.0
335,0.0,1.65,119.22,28.04,20.62,0.35,0.89,46.52,2.06,1.69,27.45,69.46,3645.0,161.3,132.7,6.997242206235012,4.643,14.531,417,83.4,83.0,84.0,417.0,0.0,0.0
340,0.0,1.62,114.61,20.14,25.24,0.35,0.89,46.64,2.0,1.72,27.45,69.46,3654.0,156.5,134.7,6.979502403846154,4.407,14.993,416,83.4,83.0,84.0,417.0,0.0,0.0
345,0.0,2.36,119.56,20.45,22.09,0.35,0.88,46.81,1.99,1.72,27.45,69.34,3668.0,155.6,134.6,7.0416738609112715,4.62,14.487,417,83.4,83.0,84.0,417.0,0.0,0.0
350,0.0,1.67,115.98,21.96,18.24,0.35,0.89,46.9,1.93,1.7,27.45,69.38,3676.0,150.9,133.4,6.944388489208633,4.435,16.076,417,83.2,83.0,84.0,416.0,0.0,0.0
355,0.0,1.63,114.42,26.37,24.18,0.35,0.89,47.03,1.94,1.7,27.45,69.46,3685.0,152.0,133.4,6.980649038461538,5.461,14.728,416,83.4,83.0,84.0,417.0,0.0,0.0
360,0.0,1.72,122.71,24.51,24.18,0.35,0.89,47.2,1.93,1.7,27.45,69.46,3698.0,151.6,133.4,7.0440695443645085,5.243,22.654,417,83.2,83.0,84.0,416.0,0.0,0.0
365,0.0,2.47,114.74,22.29,21.96,0.35,0.88,47.29,1.93,1.71,27.45,69.32,3705.0,151.5,133.7,6.9552206235012,5.489,14.559,417,83.4,83.0,84.0,417.0,0.0,0.0
370,0.0,1.63,115.04,27.99,22.77,0.35,0.89,47.41,1.93,1.71,27.45,69.37,3715.0,151.3,133.7,7.021891826923077,4.507,15.252,416,83.4,83.0,84.0,417.0,0.0,0.0
375,0.0,1.69,118.82,22.31,23.75,0.35,0.89,47.55,2.02,1.7,27.45,69.45,3726.0,158.5,133.5,6.897661870503597,4.526,15.19,417,83.2,83.0,84.0,416.0,0.0,0.0
380,0.0,1.71,114.21,22.53,22.92,0.35,0.89,47.67,2.12,1.7,27.45,69.45,3735.0,166.2,132.9,6.963304556354916,5.418,15.972,417,83.4,83.0,84.0,417.0,0.0,0.0
385,0.0,2.25,113.83,23.04,24.47,0.35,0.88,47.76,2.01,1.67,27.45,69.32,3742.0,157.6,131.1,6.935132211538461,4.61,14.455,416,83.4,83.0,84.0,417.0,0.0,0.0
390,0.0,1.7,119.38,22.02,23.5,0.35,0.88,47.94,1.97,1.67,27.45,69.32,3757.0,154.5,131.1,6.951911270983214,5.636,12.631,417,83.2,83.0,84.0,416.0,0.0,0.0
395,0.0,1.63,114.25,20.72,24.65,0.35,0.89,48.03,1.98,1.68,27.45,69.44,3764.0,155.0,131.5,6.883726618705036,5.602,12.239,417,83.4,83.0,84.0,417.0,0.0,0.0
400,0.0,1.65,114.11,20.96,20.89,0.35,0.89,48.15,1.98,1.68,27.45,69.45,3773.0,155.3,131.3,6.987783653846154,4.345,17.05,416,83.4,83.0,84.0,417.0,0.0,0.0
405,0.0,1.66,118.64,20.27,23.53,0.35,0.89,48.32,1.97,1.68,27.45,69.58,3786.0,154.0,131.3,6.920235011990408,4.349,15.561,417,83.2,83.0,84.0,416.0,0.0,0.0
410,0.0,1.68,119.49,26.17,22.74,0.35,0.89,48.4,1.97,1.67,27.45,69.89,3793.0,154.2,131.3,6.9478752997601925,5.424,14.664,417,83.4,83.0,84.0,417.0,0.0,0.0
415,0.0,1.66,113.96,19.75,22.6,0.35,0.89,48.51,1.89,1.68,27.45,69.71,3802.0,148.3,131.6,6.927959134615384,4.426,16.651,416,83.4,83.0,84.0,417.0,0.0,0.0
420,0.0,1.69,114.33,19.62,20.66,0.35,0.89,48.61,1.97,1.68,27.45,69.72,3810.0,154.1,131.6,6.94400479616307,4.5,14.991,417,83.2,83.0,84.0,416.0,0.0,0.0
425,0.0,1.61,118.64,22.69,24.3,0.35,0.89,48.79,2.01,1.7,27.45,69.6,3823.0,157.8,133.4,6.948458033573142,5.678,11.52,417,83.4,83.0,84.0,417.0,0.0,0.0
430,0.0,1.75,114.62,26.78,23.27,0.35,0.89,48.91,2.16,1.69,27.45,69.63,3832.0,169.4,132.7,6.996567307692308,4.576,16.519,416,83.4,83.0,84.0,417.0,0.0,0.0
435,0.0,1.78,113.53,19.74,17.32,0.35,0.89,49.0,2.19,1.69,27.45,69.71,3840.0,171.9,132.7,6.909489208633094,5.472,15.067,417,83.2,83.0,84.0,416.0,0.0,0.0
440,0.0,1.74,120.7,24.34,20.67,0.35,0.89,49.18,2.18,1.69,27.45,69.71,3854.0,170.8,132.7,6.946429256594724,5.406,17.653,417,83.4,83.0,84.0,417.0,0.0,0.0
445,0.0,2.84,114.15,24.85,23.29,0.35,0.89,49.27,2.18,1.69,27.45,69.79,3861.0,170.8,132.6,7.002673076923077,5.455,14.997,416,83.4,83.0,84.0,417.0,0.0,0.0
450,0.0,1.65,114.12,21.88,25.21,0.35,0.89,49.38,2.14,1.68,27.45,69.64,3869.0,168.1,131.9,6.897467625899281,4.456,13.611,417,83.2,83.0,84.0,416.0,0.0,0.0
455,0.0,1.58,114.74,20.72,19.53,0.35,0.89,49.47,2.1,1.7,27.45,69.66,3876.0,164.7,133.6,6.798959232613909,4.533,14.84,417,83.4,83.0,84.0,417.0,0.0,0.0
460,0.0,1.9,114.29,19.49,24.69,0.35,0.89,49.65,2.24,1.7,27.45,69.72,3891.0,175.9,133.3,6.946228365384615,4.338,15.646,416,83.4,83.0,84.0,417.0,0.0,0.0
465,0.0,1.59,113.94,20.85,24.91,0.35,0.89,49.75,2.1,1.7,27.45,69.62,3898.0,164.8,133.2,6.899242206235011,5.464,14.993,417,83.2,83.0,84.0,416.0,0.0,0.0
470,0.0,1.86,114.22,23.09,22.93,0.35,0.89,49.86,2.02,1.7,27.45,69.66,3907.0,158.2,133.5,6.943676258992806,5.395,16.57,417,83.4,83.0,84.0,417.0,0.0,0.0
475,0.0,1.8,118.8,24.67,22.65,0.35,0.89,50.03,1.97,1.7,27.45,69.74,3920.0,154.6,133.2,6.9011826923076915,5.27,13.337,416,83.4,83.0,84.0,417.0,0.0,0.0
480,0.0,1.8,114.72,25.32,22.04,0.35,0.89,50.15,1.97,1.7,27.45,69.74,3930.0,154.7,133.3,6.8501654676258985,4.165,15.36,417,83.2,83.0,84.0,416.0,0.0,0.0
485,0.0,2.9,114.11,21.81,24.31,0.35,0.88,50.24,1.95,1.69,27.45,69.3,3938.0,152.9,132.2,6.9185083932853715,4.676,18.23,417,83.4,83.0,84.0,417.0,0.0,0.0
490,0.0,1.78,120.91,20.67,22.21,0.35,0.89,50.41,1.93,1.69,27.45,69.41,3950.0,151.5,132.4,6.875312500000001,4.845,15.055,416,83.4,83.0,84.0,417.0,0.0,0.0
495,0.0,1.67,116.23,21.38,22.42,0.35,0.89,50.51,1.95,1.69,27.45,69.41,3958.0,152.5,132.5,6.829141486810552,4.474,15.008,417,83.2,83.0,84.0,416.0,0.0,0.0
500,0.0,1.65,114.57,25.16,21.18,0.35,0.89,50.62,1.95,1.69,27.45,69.73,3966.0,153.0,132.3,6.808952038369305,4.388,15.078,417,83.4,83.0,84.0,417.0,0.0,0.0
505,0.0,1.6,116.04,22.58,27.01,0.35,0.89,50.8,1.95,1.69,27.45,69.48,3981.0,152.7,132.4,6.809060096153846,5.457,16.093,416,83.2,83.0,84.0,416.0,0.0,0.0
510,0.0,1.6,114.61,21.63,20.01,0.35,0.89,50.88,1.96,1.7,27.45,69.72,3987.0,153.3,132.9,6.827115107913669,5.398,14.906,417,83.4,83.0,84.0,417.0,0.0,0.0
515,0.0,1.57,114.19,21.55,23.18,0.35,0.89,50.99,1.99,1.69,27.45,69.66,3995.0,155.8,132.5,6.817642685851319,5.374,15.665,417,83.4,83.0,84.0,417.0,0.0,0.0
520,0.0,1.58,119.59,18.67,22.64,0.35,0.89,51.15,2.02,1.69,27.45,69.74,4008.0,158.3,132.6,6.79386298076923,4.478,15.041,416,83.4,83.0,84.0,417.0,0.0,0.0
525,0.0,1.65,114.61,26.33,22.2,0.35,0.89,51.27,1.97,1.69,27.45,69.74,4018.0,154.1,132.6,6.811724220623502,4.475,13.652,417,83.2,83.0,84.0,416.0,0.0,0.0
530,0.0,1.67,114.54,19.54,20.84,0.35,0.89,51.37,1.99,1.69,27.45,69.68,4025.0,155.7,132.6,6.817208633093525,5.441,14.893,417,83.4,83.0,84.0,417.0,0.0,0.0
535,0.0,1.61,120.72,21.78,19.59,0.35,0.89,51.53,1.94,1.71,27.45,69.66,4038.0,152.4,133.8,6.808372596153846,5.583,16.842,416,83.4,83.0,84.0,417.0,0.0,0.0
540,0.0,1.58,114.48,21.17,22.36,0.35,0.89,51.66,1.99,1.7,27.45,69.75,4048.0,156.2,133.6,6.837230215827338,4.326,12.784,417,83.2,83.0,84.0,416.0,0.0,0.0
545,0.0,1.59,114.02,19.83,21.2,0.35,0.89,51.75,1.95,1.7,27.45,69.75,4055.0,152.9,133.6,6.801268585131894,5.492,14.525,417,83.4,83.0,84.0,417.0,0.0,0.0
550,0.0,2.32,119.89,21.52,23.04,0.35,0.89,51.92,1.94,1.73,27.45,69.63,4068.0,151.9,135.2,6.940723557692308,5.428,16.699,416,83.2,83.0,84.0,416.0,0.0,0.0
555,0.0,1.68,114.24,23.72,19.71,0.35,0.89,52.01,1.94,1.7,27.45,69.66,4076.0,151.8,133.6,6.8698225419664265,4.305,16.813,417,83.4,83.0,84.0,417.0,0.0,0.0
560,0.0,1.64,113.82,20.52,23.96,0.35,0.89,52.13,1.93,1.71,27.45,69.74,4085.0,151.6,133.7,6.862568345323741,5.277,16.307,417,83.4,83.0,84.0,417.0,0.0,0.0
565,0.0,1.62,118.43,21.23,22.4,0.35,0.89,52.29,1.89,1.7,27.45,69.74,4098.0,147.9,133.5,6.7601394230769225,5.294,12.809,416,83.4,83.0,84.0,417.0,0.0,0.0
570,0.0,2.34,114.39,26.7,23.04,0.35,0.89,52.38,1.89,1.7,27.45,69.62,4105.0,148.2,133.2,6.832887290167865,5.392,13.795,417,83.2,83.0,84.0,416.0,0.0,0.0
575,0.0,1.62,114.37,26.8,22.14,0.35,0.89,52.5,1.89,1.7,27.45,69.67,4114.0,148.1,133.2,6.784853717026379,5.447,15.196,417,83.4,83.0,84.0,417.0,0.0,0.0
580,0.0,1.61,113.9,24.68,25.59,0.35,0.89,52.66,2.0,1.68,27.45,69.75,4126.0,156.8,131.5,6.7607451923076916,4.547,12.834,416,83.4,83.0,84.0,417.0,0.0,0.0
585,0.0,1.59,115.45,19.91,22.47,0.35,0.89,52.77,1.98,1.68,27.45,69.75,4135.0,155.1,131.7,6.84310071942446,4.399,16.664,417,83.2,83.0,84.0,416.0,0.0,0.0
590,0.0,1.66,118.12,20.88,21.36,0.35,0.89,52.93,1.94,1.69,27.45,69.57,4148.0,151.9,132.2,6.805810096153847,5.269,15.468,416,83.4,83.0,84.0,417.0,0.0,0.0
595,0.0,1.76,114.45,20.53,22.99,0.35,0.89,53.04,1.93,1.68,27.45,69.69,4157.0,151.6,132.0,6.830558752997602,5.524,14.464,417,83.2,83.0,84.0,416.0,0.0,0.0
600,0.0,1.81,114.52,23.01,22.06,0.35,0.89,53.13,1.94,1.68,27.45,69.76,4163.0,152.1,131.9,6.958460431654676,4.627,16.752,417,83.4,83.0,84.0,417.0,0.0,0.0
605,0.0,1.83,121.68,34.83,18.96,0.35,0.89,53.3,1.97,1.68,27.45,70.01,4176.0,154.7,131.9,7.100836538461538,5.359,15.094,416,83.4,83.0,84.0,417.0,0.0,0.0
610,0.0,1.59,122.99,26.36,20.52,0.35,0.89,53.39,1.97,1.68,27.45,69.64,4185.0,154.2,132.0,7.148887290167865,5.79,17.536,417,83.4,83.0,84.0,417.0,0.0,0.0
615,0.0,1.59,114.0,26.85,25.21,0.35,0.89,53.52,2.18,1.7,27.45,69.69,4194.0,170.9,133.2,7.068136690647482,5.54,15.485,417,83.2,83.0,84.0,416.0,0.0,0.0
620,0.0,1.63,121.56,23.55,23.78,0.35,0.89,53.66,2.15,1.7,27.45,69.76,4205.0,168.6,133.2,7.023362980769231,5.306,18.116,416,83.4,83.0,84.0,417.0,0.0,0.0
625,0.0,1.83,114.12,22.72,21.49,0.35,0.89,53.78,2.07,1.7,27.45,69.77,4214.0,162.3,133.2,6.889225419664268,5.252,14.138,417,83.2,83.0,84.0,416.0,0.0,0.0
630,0.0,1.61,113.48,31.9,21.49,0.35,0.89,53.87,2.04,1.71,27.45,69.57,4221.0,159.7,133.9,6.911968824940049,4.602,15.004,417,83.4,83.0,84.0,417.0,0.0,0.0
635,0.0,1.84,113.99,26.98,23.66,0.35,0.89,53.98,2.15,1.76,27.45,69.68,4231.0,168.6,137.9,6.92167548076923,5.363,15.574,416,83.4,83.0,84.0,417.0,0.0,0.0
640,0.0,1.66,114.38,22.49,21.31,0.35,0.89,54.13,2.15,1.71,27.45,69.74,4242.0,168.3,134.3,6.913851318944844,5.539,14.061,417,83.2,83.0,84.0,416.0,0.0,0.0
