timestamp,cdn_cpu_percent,discovery_cpu_percent,monolith_cpu_percent,recommendations_cpu_percent,teasers_cpu_percent,cdn_mem_percent,discovery_mem_percent,monolith_mem_percent,recommendations_mem_percent,teasers_mem_percent,cdn_mem_usage,discovery_mem_usage,monolith_mem_usage,recommendations_mem_usage,teasers_mem_usage,duration_mean,duration_min,duration_max,duration_count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
50,0.0,3.54,131.9,45.61,34.57,0.23,0.72,39.25,4.05,5.33,17.9,56.66,3076.0,317.7,417.7,6.720477791116447,5.663,16.901,833,166.8,165.0,168.0,834.0,0.0,0.0
55,0.0,3.64,136.88,36.97,34.22,0.23,0.73,39.53,4.06,5.34,17.9,56.99,3098.0,318.0,418.3,7.167577430972388,5.563,65.053,833,166.6,166.0,167.0,833.0,0.0,0.0
60,0.0,3.4,133.67,37.19,51.77,0.23,0.73,40.11,4.08,5.54,17.9,56.99,3143.0,320.1,433.8,6.858853717026379,4.455,29.371,834,166.6,166.0,167.0,833.0,0.0,0.0
65,0.0,3.6,131.16,35.85,33.04,0.23,0.73,40.3,4.12,5.55,17.9,57.2,3158.0,323.1,434.7,6.832638655462184,5.344,40.387,833,166.8,166.0,167.0,834.0,0.0,0.0
70,0.01,3.77,131.59,46.87,34.66,0.23,0.73,40.5,4.13,5.57,17.9,57.2,3173.0,323.7,436.6,6.649144057623049,5.448,17.324,833,166.6,166.0,167.0,833.0,0.0,0.0
75,0.0,4.21,130.37,36.66,33.84,0.23,0.73,40.87,4.15,5.71,17.9,57.41,3203.0,324.9,447.1,6.913326139088729,4.491,32.204,834,166.6,166.0,167.0,833.0,0.0,0.0
80,0.0,3.78,131.2,35.78,34.36,0.23,0.73,41.16,4.15,5.72,17.9,57.53,3225.0,325.6,448.3,6.728961584633854,4.264,31.494,833,166.8,166.0,167.0,834.0,0.0,0.0
85,0.0,3.62,131.58,47.48,48.15,0.23,0.74,41.78,4.16,5.84,17.9,57.79,3273.0,325.7,457.6,6.583454981992797,4.262,18.741,833,165.2,160.0,167.0,826.0,0.0,0.0
90,0.0,3.31,130.3,36.54,35.94,0.23,0.74,41.85,4.17,5.84,17.9,57.86,3279.0,326.5,458.0,7.340037170263789,5.083,68.417,834,168.0,166.0,174.0,840.0,0.0,0.0
95,0.0,4.24,131.82,36.66,34.73,0.23,0.74,42.05,4.17,5.87,17.9,57.74,3295.0,326.7,460.1,6.768631452581033,4.935,38.222,833,166.6,166.0,167.0,833.0,0.0,0.0
100,0.01,3.44,130.47,37.29,33.61,0.23,0.74,42.41,4.18,5.89,17.9,57.74,3323.0,327.6,461.8,7.304932773109243,4.484,67.68,833,166.8,166.0,167.0,834.0,0.0,0.0
105,0.0,5.3,131.17,46.53,34.63,0.23,0.74,42.59,4.19,5.91,17.9,57.96,3338.0,328.2,463.0,6.6997937649880095,4.504,20.455,834,166.6,166.0,167.0,833.0,0.0,0.0
110,0.0,3.38,136.62,36.18,33.46,0.23,0.74,42.94,4.2,5.94,17.9,58.18,3364.0,329.3,465.2,6.79171668667467,4.948,23.587,833,166.8,166.0,167.0,834.0,0.0,0.0
115,0.0,4.74,130.13,38.42,34.05,0.23,0.74,43.12,4.19,5.94,17.9,57.91,3379.0,328.3,465.6,7.417350540216087,5.071,69.489,833,166.6,166.0,167.0,833.0,0.0,0.0
120,0.0,3.34,130.05,46.73,33.97,0.23,0.74,43.34,4.14,5.97,17.9,58.16,3396.0,324.4,467.7,6.670370948379351,4.292,16.651,833,166.6,166.0,167.0,833.0,0.0,0.0
125,0.0,4.69,138.51,36.31,33.58,0.23,0.74,43.67,4.17,5.98,17.9,58.18,3423.0,326.5,469.0,6.8147889688249395,5.002,25.009,834,166.8,166.0,167.0,834.0,0.0,0.0
130,,,,,,,,,,,,,,,,6.798530612244899,5.041,34.666,833,166.6,166.0,167.0,833.0,0.0,0.0
135,0.01,3.64,130.6,37.23,33.25,0.23,0.75,43.86,4.15,6.0,17.9,58.46,3437.0,325.2,470.1,6.766017985611511,4.511,35.856,834,166.6,166.0,167.0,833.0,0.0,0.0
140,0.0,4.98,131.84,38.4,34.37,0.23,0.74,44.07,4.15,6.04,17.9,58.25,3453.0,325.2,473.6,6.701813925570228,4.95,21.543,833,166.6,166.0,167.0,833.0,0.0,0.0
145,0.0,3.61,130.61,35.71,33.87,0.23,0.75,44.41,4.14,6.05,17.9,58.4,3480.0,324.2,474.0,7.047667466986795,5.276,41.749,833,166.8,166.0,167.0,834.0,0.0,0.0
150,0.0,4.77,130.09,36.4,34.52,0.23,0.74,44.61,4.15,6.06,17.9,57.99,3495.0,325.6,475.1,7.45292206235012,5.261,76.802,834,166.6,166.0,167.0,833.0,0.0,0.0
155,0.0,3.45,130.14,36.52,32.85,0.23,0.74,44.81,4.14,6.09,17.9,58.17,3511.0,324.3,477.6,6.759816326530612,5.472,27.087,833,166.8,166.0,167.0,834.0,0.0,0.0
160,0.0,3.27,129.04,35.63,33.32,0.23,0.74,45.15,4.14,6.1,17.9,58.06,3538.0,324.3,478.4,6.644908763505402,4.985,23.495,833,166.6,166.0,167.0,833.0,0.0,0.0
165,0.0,3.67,134.05,47.22,50.81,0.23,0.74,45.37,4.14,6.12,17.9,58.2,3555.0,324.5,479.4,7.5774136690647484,5.368,69.569,834,166.6,166.0,167.0,833.0,0.0,0.0
170,0.0,3.46,136.57,38.02,33.91,0.23,0.74,45.64,4.15,6.12,17.9,58.18,3576.0,325.4,479.9,6.723098439375751,4.978,27.988,833,166.8,166.0,167.0,834.0,0.0,0.0
175,0.0,3.46,131.47,36.27,33.56,0.23,0.74,45.83,4.15,6.14,17.9,58.34,3591.0,325.4,480.9,6.650938480096501,5.269,17.678,829,166.6,162.0,171.0,833.0,0.0,0.0
180,0.0,3.51,130.36,51.21,33.45,0.23,0.75,46.02,4.15,6.14,17.9,58.54,3606.0,325.5,481.0,7.533859188544152,4.036,73.51,838,166.6,166.0,167.0,833.0,0.0,0.0
185,0.0,3.62,129.46,36.22,33.24,0.23,0.74,46.32,4.18,6.14,17.9,58.23,3630.0,327.6,481.1,6.781929171668668,4.448,38.061,833,166.6,166.0,167.0,833.0,0.0,0.0
190,0.0,3.54,130.14,36.53,33.48,0.23,0.74,46.52,4.17,6.17,17.9,58.09,3645.0,326.8,483.3,7.402151260504202,4.644,76.371,833,166.8,166.0,167.0,834.0,0.0,0.0
195,0.0,3.39,135.95,36.48,33.62,0.23,0.75,46.81,4.18,6.14,17.91,58.43,3668.0,327.5,481.3,6.641379351740697,4.43,16.514,833,166.6,166.0,167.0,833.0,0.0,0.0
200,0.0,3.76,130.2,43.73,33.58,0.23,0.74,47.0,4.19,6.15,17.91,58.36,3683.0,328.1,481.8,6.8267553956834535,5.013,39.052,834,166.8,166.0,167.0,834.0,0.0,0.0
205,0.0,3.55,129.65,36.64,33.26,0.23,0.75,47.21,4.19,6.14,17.91,58.74,3699.0,328.1,481.6,7.381980792316926,5.441,76.227,833,166.6,166.0,167.0,833.0,0.0,0.0
210,0.0,3.57,138.71,36.55,34.22,0.23,0.75,47.5,4.19,6.14,17.91,58.62,3723.0,328.6,481.4,6.643878896882494,4.271,16.873,834,166.6,166.0,167.0,833.0,0.0,0.0
215,0.0,3.54,133.75,36.09,33.64,0.23,0.75,47.67,4.19,6.17,17.91,58.75,3736.0,328.2,483.6,7.543685474189676,5.233,78.998,833,166.8,166.0,167.0,834.0,0.0,0.0
220,0.0,3.49,129.76,36.13,32.83,0.23,0.75,47.86,4.22,6.15,17.91,58.62,3750.0,330.5,481.9,6.6232052821128455,4.225,17.697,833,166.6,166.0,167.0,833.0,0.0,0.0
225,0.0,4.24,130.04,36.23,33.44,0.23,0.75,48.18,4.19,6.15,17.91,58.53,3775.0,328.6,481.9,6.787789915966387,5.321,30.292,833,166.6,166.0,167.0,833.0,0.0,0.0
230,0.0,3.45,131.25,37.93,47.63,0.23,0.75,48.37,4.21,6.15,17.91,58.75,3790.0,329.6,481.7,7.230585131894484,5.613,74.288,834,166.8,166.0,167.0,834.0,0.0,0.0
235,0.0,4.12,138.19,45.61,33.51,0.23,0.75,48.67,4.21,6.15,17.91,58.56,3814.0,330.2,481.9,6.727650660264105,4.387,35.427,833,166.6,166.0,167.0,833.0,0.0,0.0
240,0.0,3.39,130.15,35.88,33.79,0.23,0.75,48.85,4.22,6.17,17.91,58.77,3828.0,331.1,483.2,7.535465227817746,5.465,78.849,834,166.6,166.0,167.0,833.0,0.0,0.0
245,0.0,3.45,129.88,35.76,33.74,0.23,0.75,49.04,4.22,6.15,17.91,58.79,3844.0,330.9,482.3,6.630685474189676,4.556,17.206,833,165.6,161.0,167.0,828.0,0.0,0.0
250,0.0,3.42,136.89,36.67,33.35,0.23,0.75,49.34,4.22,6.16,17.91,58.74,3867.0,330.7,482.5,6.866230492196879,4.408,45.205,833,167.8,166.0,172.0,839.0,0.0,0.0
255,0.0,4.32,131.71,36.1,48.56,0.23,0.75,49.54,4.23,6.13,17.91,58.6,3881.0,331.5,480.6,7.3841139088729015,5.473,71.071,834,166.6,166.0,167.0,833.0,0.0,0.0
260,0.0,3.93,142.04,37.33,35.18,0.23,0.75,49.83,4.23,6.13,17.91,59.04,3905.0,331.2,480.8,6.728678271308523,5.167,20.654,833,166.6,166.0,167.0,833.0,0.0,0.0
265,0.0,4.7,129.87,35.64,33.57,0.23,0.75,50.02,4.23,6.15,17.91,58.59,3919.0,331.9,482.1,6.830486194477791,4.908,37.865,833,166.8,166.0,167.0,834.0,0.0,0.0
270,0.0,3.41,129.91,36.2,33.3,0.23,0.75,50.21,4.25,6.15,17.91,58.8,3935.0,333.3,481.9,7.322630252100841,5.382,76.333,833,166.6,166.0,167.0,833.0,0.0,0.0
275,0.0,3.63,136.99,36.3,33.6,0.23,0.74,50.51,4.24,6.14,17.91,58.02,3958.0,332.5,481.5,6.820149880095923,5.131,37.52,834,166.8,166.0,167.0,834.0,0.0,0.0
280,0.0,3.41,137.27,35.94,33.54,0.23,0.74,50.68,4.23,6.18,17.91,58.24,3972.0,331.7,484.2,7.441196878751501,5.413,82.726,833,166.6,166.0,167.0,833.0,0.0,0.0
285,0.0,4.53,130.13,36.21,34.91,0.23,0.74,50.89,4.23,6.13,17.91,58.08,3988.0,331.7,480.4,6.708869304556355,5.43,17.884,834,166.6,166.0,167.0,833.0,0.0,0.0
290,0.0,3.62,129.11,35.72,32.99,0.23,0.74,51.18,4.26,6.15,17.91,58.27,4011.0,333.7,481.7,6.729469387755103,5.369,35.53,833,166.8,166.0,167.0,834.0,0.0,0.0
295,0.0,4.66,129.26,35.54,48.17,0.23,0.74,51.34,4.24,6.14,17.91,58.07,4023.0,332.4,480.9,7.278376950780312,5.003,74.655,833,166.6,166.0,167.0,833.0,0.0,0.0
300,0.0,3.27,138.49,36.85,34.4,0.23,0.74,51.64,4.24,6.14,17.91,58.21,4046.0,332.4,481.0,6.987008403361345,5.278,29.087,833,166.6,166.0,167.0,833.0,0.0,0.0
305,0.0,4.69,129.73,45.48,33.2,0.23,0.74,51.83,4.24,6.16,17.91,58.16,4062.0,332.6,482.7,7.5580791366906475,5.362,75.942,834,166.6,166.0,167.0,833.0,0.0,0.0
310,0.0,3.37,129.59,35.94,33.9,0.23,0.75,52.01,4.25,6.12,17.91,58.48,4075.0,333.1,479.7,6.777918367346939,4.849,21.973,833,166.8,166.0,167.0,834.0,0.0,0.0
315,0.01,3.33,137.01,35.74,33.48,0.23,0.75,52.27,4.24,6.14,17.91,58.41,4097.0,332.3,480.9,6.737021608643458,4.344,16.978,833,166.6,166.0,167.0,833.0,0.0,0.0
320,0.0,3.77,129.12,36.26,33.56,0.23,0.75,52.4,4.24,6.13,17.91,58.73,4106.0,332.5,480.2,7.500095923261391,4.475,74.188,834,166.6,166.0,167.0,833.0,0.0,0.0
325,0.0,3.27,128.87,36.44,34.04,0.23,0.75,52.59,4.25,6.13,17.91,58.65,4121.0,333.3,480.3,6.816725090036015,5.159,30.434,833,166.8,166.0,167.0,834.0,0.0,0.0
330,0.0,3.4,129.08,36.29,34.29,0.23,0.75,52.89,4.25,6.15,17.91,58.72,4145.0,332.7,481.9,7.26863309352518,4.405,70.448,834,166.6,166.0,167.0,833.0,0.0,0.0
335,0.0,3.4,129.99,36.02,38.87,0.23,0.75,52.97,4.25,6.14,17.91,58.59,4151.0,333.1,481.6,7.0459375750300115,4.574,34.853,833,166.6,166.0,167.0,833.0,0.0,0.0
340,0.0,3.51,137.03,41.34,33.6,0.23,0.75,53.27,4.29,6.15,17.91,58.79,4174.0,336.0,481.8,6.814214885954382,4.246,30.511,833,166.8,166.0,167.0,834.0,0.0,0.0
345,0.0,3.58,136.85,36.23,47.73,0.23,0.75,53.39,4.26,6.14,17.91,58.65,4184.0,333.5,481.6,7.37761224489796,4.67,74.498,833,166.6,166.0,167.0,833.0,0.0,0.0
350,0.0,3.35,129.94,35.57,33.26,0.23,0.75,53.61,4.22,6.15,17.91,58.69,4201.0,331.1,481.8,6.8527170263788975,4.338,32.451,834,166.6,166.0,167.0,833.0,0.0,0.0
355,0.0,3.55,136.23,44.62,33.47,0.23,0.75,53.9,4.23,6.17,17.91,58.59,4224.0,331.3,483.3,6.916909963985594,4.738,42.981,833,166.8,166.0,167.0,834.0,0.0,0.0
360,0.0,3.5,128.82,35.84,32.78,0.23,0.75,54.03,4.25,6.15,17.91,58.78,4234.0,333.4,482.2,7.641990396158464,5.409,69.699,833,166.6,166.0,167.0,833.0,0.0,0.0
365,0.0,3.31,136.04,36.73,34.24,0.23,0.75,54.27,4.24,6.16,17.91,58.78,4253.0,332.5,482.7,6.771428057553957,5.265,15.132,834,166.6,166.0,167.0,833.0,0.0,0.0
370,0.0,3.24,124.82,41.81,33.7,0.23,0.75,54.41,4.24,6.18,17.91,58.75,4263.0,332.1,484.5,7.810205282112845,4.878,69.954,833,166.8,166.0,167.0,834.0,0.0,0.0
375,0.0,3.49,125.27,48.23,33.24,0.23,0.75,54.58,4.09,6.16,18.04,58.59,4277.0,320.7,482.4,6.80187274909964,5.243,35.743,833,166.6,166.0,167.0,833.0,0.0,0.0
380,0.0,3.33,124.82,36.45,32.95,0.23,0.74,54.77,4.1,6.17,18.04,58.18,4292.0,321.1,483.5,6.814950839328537,5.323,27.51,834,166.6,166.0,167.0,833.0,0.0,0.0
385,0.0,3.33,131.25,36.52,33.18,0.23,0.74,55.08,4.09,6.1,18.04,58.28,4316.0,320.8,477.8,7.327447779111645,4.477,76.418,833,166.6,166.0,167.0,833.0,0.0,0.0
390,0.0,4.04,128.77,44.9,33.2,0.23,0.74,55.21,4.1,6.1,18.04,58.37,4326.0,321.6,478.4,6.883962785114046,4.62,35.708,833,166.8,166.0,167.0,834.0,0.0,0.0
395,0.0,3.36,129.28,36.48,33.93,0.23,0.74,55.39,4.12,6.13,18.04,58.25,4341.0,323.0,480.8,7.57926618705036,5.163,78.551,834,166.6,156.0,178.0,833.0,0.0,0.0
400,0.0,4.06,129.52,36.42,32.89,0.23,0.75,55.57,4.12,6.12,18.04,58.41,4355.0,322.9,479.6,6.76900600240096,5.373,17.184,833,166.8,166.0,167.0,834.0,0.0,0.0
405,0.0,3.65,129.07,36.67,32.91,0.23,0.75,55.88,4.13,6.13,18.04,58.54,4379.0,323.6,480.3,7.075548619447779,4.662,38.908,833,166.6,166.0,167.0,833.0,0.0,0.0
410,0.0,4.09,130.09,47.99,33.28,0.23,0.75,56.09,4.15,6.14,18.04,58.6,4396.0,324.9,481.2,6.968784172661871,5.345,34.418,834,166.6,166.0,167.0,833.0,0.0,0.0
415,0.0,3.47,129.25,35.76,33.6,0.23,0.75,56.38,4.16,6.15,18.04,58.81,4418.0,326.0,481.9,6.947974789915966,5.236,44.319,833,166.8,166.0,167.0,834.0,0.0,0.0
420,0.0,3.44,130.85,35.75,33.41,0.23,0.75,56.55,4.16,6.17,18.04,58.63,4431.0,325.7,483.6,7.511068427370948,4.61,75.693,833,166.6,166.0,167.0,833.0,0.0,0.0
425,0.0,3.45,135.04,35.84,32.86,0.23,0.75,56.86,4.17,6.17,18.04,58.84,4456.0,326.9,483.7,6.827356115107914,4.397,29.068,834,166.6,166.0,167.0,833.0,0.0,0.0
430,0.0,3.33,130.31,45.59,33.99,0.23,0.75,57.07,4.17,6.18,18.04,58.73,4472.0,326.8,484.1,6.9032028811524615,4.331,34.275,833,166.6,166.0,167.0,833.0,0.0,0.0
435,0.0,3.33,130.77,35.93,47.8,0.23,0.75,57.28,4.18,6.17,18.04,58.83,4489.0,327.7,483.5,7.401543817527011,4.469,75.142,833,166.8,166.0,167.0,834.0,0.0,0.0
440,0.0,3.35,136.35,35.47,33.48,0.23,0.75,57.59,4.18,6.17,18.04,59.05,4512.0,327.3,483.9,7.064086330935252,4.543,37.831,834,166.6,166.0,167.0,833.0,0.0,0.0
445,0.0,3.5,129.31,36.03,33.68,0.23,0.75,57.79,4.19,6.19,18.04,58.69,4529.0,328.1,485.1,6.87368787515006,5.089,31.256,833,166.8,166.0,167.0,834.0,0.0,0.0
450,0.0,4.65,129.54,35.82,33.15,0.23,0.75,57.99,4.21,6.17,18.04,58.56,4544.0,330.0,483.8,7.512847539015606,4.32,74.918,833,166.6,166.0,167.0,833.0,0.0,0.0
455,0.0,3.37,130.01,35.95,33.48,0.23,0.75,58.23,4.19,6.18,18.04,58.78,4563.0,328.1,484.0,6.802485611510791,5.513,16.815,834,166.2,164.0,167.0,831.0,0.0,0.0
460,0.0,3.36,129.93,35.43,34.62,0.23,0.75,58.34,4.19,6.21,18.04,58.72,4572.0,328.4,487.0,6.943472989195678,5.424,31.153,833,167.2,166.0,169.0,836.0,0.0,0.0
465,0.0,3.49,137.25,44.64,33.37,0.23,0.75,58.68,4.19,6.19,18.04,58.85,4598.0,328.7,484.9,6.8933589435774305,4.625,33.194,833,166.6,166.0,167.0,833.0,0.0,0.0
470,0.0,3.38,129.14,35.47,33.13,0.23,0.75,58.81,4.21,6.19,18.04,58.72,4609.0,329.7,485.3,6.900370503597122,4.757,27.647,834,166.6,166.0,167.0,833.0,0.0,0.0
475,0.0,3.45,131.48,38.03,35.31,0.23,0.75,59.0,4.2,6.18,18.04,59.1,4623.0,329.0,484.5,7.5514081632653065,4.59,78.962,833,166.8,166.0,167.0,834.0,0.0,0.0
480,0.0,3.61,128.99,35.51,33.71,0.23,0.75,59.23,4.21,6.19,18.04,58.72,4641.0,330.0,485.0,6.903804321728691,4.481,29.525,833,166.6,164.0,169.0,833.0,0.0,0.0
485,0.0,3.22,128.37,35.36,34.27,0.23,0.75,59.42,4.24,6.2,18.04,58.86,4657.0,332.1,486.2,7.524705035971223,4.398,72.941,834,166.6,166.0,167.0,833.0,0.0,0.0
490,0.0,3.51,138.68,37.72,34.71,0.23,0.75,59.64,4.22,6.11,18.04,58.73,4674.0,330.7,478.8,6.820073229291717,4.407,17.617,833,166.8,166.0,167.0,834.0,0.0,0.0
495,0.0,3.42,128.76,35.25,32.82,0.23,0.75,59.85,4.21,6.12,18.04,58.86,4689.0,330.2,479.3,6.801511404561825,4.428,25.613,833,166.6,166.0,167.0,833.0,0.0,0.0
500,0.0,3.59,129.62,45.05,48.45,0.23,0.75,59.97,4.22,6.12,18.04,58.74,4700.0,330.7,479.8,7.633089928057554,5.31,74.272,834,166.6,166.0,167.0,833.0,0.0,0.0
505,0.0,4.14,128.43,34.9,32.87,0.23,0.74,60.18,4.24,6.13,18.04,58.22,4716.0,332.0,480.0,6.744656662665066,4.413,17.917,833,166.6,166.0,167.0,833.0,0.0,0.0
510,0.0,3.64,132.53,41.07,38.29,0.23,0.75,60.38,4.23,6.14,18.04,58.58,4731.0,331.5,481.5,7.083169267707082,4.438,31.414,833,166.8,166.0,167.0,834.0,0.0,0.0
515,0.0,4.24,136.02,35.21,33.07,0.23,0.75,60.61,4.24,6.13,18.04,58.46,4750.0,331.9,480.2,7.59321103117506,4.796,79.49,834,166.6,166.0,167.0,833.0,0.0,0.0
520,0.0,3.45,137.02,35.38,33.26,0.23,0.75,60.7,4.26,6.14,18.04,58.48,4757.0,333.7,480.9,6.924228091236494,5.255,31.002,833,166.8,166.0,167.0,834.0,0.0,0.0
525,0.0,4.01,130.3,36.18,47.97,0.23,0.75,60.91,4.25,6.15,18.04,58.62,4772.0,332.8,481.8,7.372296518607443,5.321,69.518,833,166.6,166.0,167.0,833.0,0.0,0.0
530,0.0,3.28,136.37,35.58,33.56,0.23,0.75,61.14,4.25,6.15,18.04,58.84,4791.0,332.8,482.1,6.865948441247002,5.377,30.764,834,166.6,166.0,167.0,833.0,0.0,0.0
535,0.0,4.21,130.15,36.67,33.37,0.23,0.75,61.24,4.27,6.17,18.04,58.71,4799.0,334.3,483.2,6.866369747899159,4.481,28.966,833,166.8,166.0,167.0,834.0,0.0,0.0
540,0.0,3.26,129.49,35.06,33.49,0.23,0.75,61.43,4.26,6.15,18.04,59.09,4814.0,334.0,481.8,7.387661464585833,4.531,78.46,833,166.6,166.0,167.0,833.0,0.0,0.0
545,0.0,4.14,128.61,36.0,33.12,0.23,0.75,61.69,4.25,6.16,18.04,58.62,4835.0,333.0,482.6,6.82597118847539,5.278,30.457,833,166.8,166.0,168.0,834.0,0.0,0.0
550,0.0,3.29,128.35,35.14,32.76,0.23,0.75,61.89,4.27,6.19,18.04,58.84,4849.0,334.4,484.8,7.020189448441247,4.401,33.12,834,166.6,166.0,167.0,833.0,0.0,0.0
555,0.0,4.05,136.2,35.01,33.28,0.23,0.75,62.15,4.27,6.16,18.04,58.67,4871.0,334.7,482.8,6.860954381752701,4.623,25.466,833,166.6,166.0,167.0,833.0,0.0,0.0
560,0.0,3.18,128.3,36.2,32.6,0.23,0.75,62.33,4.25,6.17,18.04,58.88,4885.0,333.4,483.6,6.751840336134454,5.323,16.017,833,166.6,166.0,167.0,833.0,0.0,0.0
565,0.0,3.36,129.46,35.9,56.32,0.23,0.75,62.52,4.26,6.16,18.04,58.67,4899.0,333.9,483.1,7.071952038369305,4.64,35.004,834,166.6,166.0,167.0,833.0,0.0,0.0
570,0.0,3.38,128.7,35.33,33.09,0.23,0.75,62.83,4.29,6.17,18.04,58.87,4924.0,336.2,483.8,6.963463385354141,5.399,43.37,833,166.8,166.0,167.0,834.0,0.0,0.0
575,0.0,4.56,129.12,35.69,33.16,0.23,0.74,63.31,4.26,6.2,18.04,58.14,4961.0,333.9,485.9,6.789083932853717,4.593,18.25,834,166.6,166.0,167.0,833.0,0.0,0.0
580,0.0,3.49,136.08,35.28,33.03,0.23,0.75,63.89,4.25,6.2,18.04,58.6,5007.0,333.3,486.2,7.547593037214885,5.195,74.133,833,166.8,166.0,167.0,834.0,0.0,0.0
585,0.0,3.28,130.32,43.99,33.22,0.23,0.74,64.11,4.26,6.21,18.04,58.22,5024.0,333.7,486.9,6.905668667466986,4.725,33.55,833,166.6,166.0,167.0,833.0,0.0,0.0
590,0.0,3.27,138.2,35.98,33.8,0.23,0.74,64.7,4.27,6.24,18.04,58.34,5070.0,334.7,488.8,7.480894484412469,4.372,75.995,834,166.8,166.0,167.0,834.0,0.0,0.0
595,0.0,4.6,129.29,35.23,33.83,0.23,0.75,65.18,4.25,6.2,18.04,58.58,5108.0,333.4,485.9,6.8037755102040816,4.574,25.373,833,166.4,166.0,167.0,832.0,0.0,0.0
600,0.0,3.28,138.19,35.07,33.34,0.23,0.75,65.48,4.25,6.22,18.04,58.5,5131.0,333.3,487.3,6.919911164465787,4.216,35.665,833,166.8,166.0,167.0,834.0,0.0,0.0
605,0.0,3.56,129.1,36.98,34.47,0.23,0.75,65.99,4.28,6.21,18.04,58.41,5172.0,335.4,486.4,7.482852517985611,4.321,73.793,834,166.6,166.0,167.0,833.0,0.0,0.0
610,0.0,3.53,139.5,35.52,33.35,0.23,0.75,66.29,4.26,6.21,18.04,58.54,5194.0,334.0,486.5,6.7300924369747905,4.511,21.667,833,166.8,166.0,167.0,834.0,0.0,0.0
615,0.0,3.2,135.7,35.38,33.59,0.23,0.75,66.78,4.26,6.24,18.04,58.48,5233.0,334.0,489.1,7.76723649459784,4.768,74.468,833,166.6,166.0,167.0,833.0,0.0,0.0
620,0.0,3.46,129.12,46.34,34.37,0.23,0.75,66.97,4.26,6.16,18.04,58.6,5249.0,334.1,482.5,6.821931654676259,4.596,19.763,834,166.6,166.0,167.0,833.0,0.0,0.0
625,0.0,3.51,131.13,37.34,35.53,0.23,0.75,67.56,4.28,6.17,18.04,58.48,5295.0,335.5,483.8,6.8111320528211285,4.433,20.36,833,166.8,166.0,167.0,834.0,0.0,0.0
630,0.0,3.67,136.99,36.31,33.77,0.23,0.75,68.01,4.26,6.17,18.04,58.61,5329.0,333.8,483.4,7.310015606242498,4.487,60.646,833,166.6,166.0,167.0,833.0,0.0,0.0
635,0.0,3.66,129.16,35.44,33.42,0.23,0.75,68.09,4.26,6.17,18.04,58.48,5337.0,333.7,483.6,6.820007194244605,4.415,31.221,834,166.6,166.0,167.0,833.0,0.0,0.0
640,0.0,3.63,136.48,35.21,33.89,0.23,0.74,68.47,4.27,6.2,18.04,58.34,5365.0,334.8,485.8,6.933776710684274,5.359,33.736,833,166.6,166.0,167.0,833.0,0.0,0.0
