timestamp,name,cpu_percent,mem_usage,mem_limit,mem_percent
1735068772,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068772,discovery,0.53,27.84MiB,7.654GiB,0.36
1735068777,monolith,104.64,3.42GiB,4GiB,85.49
1735068777,teasers,6.17,95.91MiB,7.654GiB,1.22
1735068777,recommendations,6.24,97.13MiB,7.654GiB,1.24
1735068777,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068777,discovery,0.64,27.75MiB,7.654GiB,0.35
1735068782,monolith,105.76,3.435GiB,4GiB,85.89
1735068782,teasers,5.32,95.91MiB,7.654GiB,1.22
1735068782,recommendations,4.84,97.14MiB,7.654GiB,1.24
1735068782,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068782,discovery,0.60,27.97MiB,7.654GiB,0.36
1735068787,monolith,104.34,3.444GiB,4GiB,86.10
1735068787,teasers,5.01,96.03MiB,7.654GiB,1.23
1735068787,recommendations,3.94,97.22MiB,7.654GiB,1.24
1735068787,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068787,discovery,0.54,28.61MiB,7.654GiB,0.37
1735068793,monolith,106.31,3.46GiB,4GiB,86.49
1735068793,teasers,4.23,96.12MiB,7.654GiB,1.23
1735068793,recommendations,5.13,97.51MiB,7.654GiB,1.24
1735068793,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068793,discovery,0.50,28.33MiB,7.654GiB,0.36
1735068798,monolith,113.65,3.468GiB,4GiB,86.70
1735068798,teasers,16.74,96.03MiB,7.654GiB,1.23
1735068798,recommendations,7.93,97.5MiB,7.654GiB,1.24
1735068798,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068798,discovery,0.62,28.48MiB,7.654GiB,0.36
1735068803,monolith,104.68,3.476GiB,4GiB,86.90
1735068803,teasers,5.70,96.1MiB,7.654GiB,1.23
1735068803,recommendations,5.28,97.63MiB,7.654GiB,1.25
1735068803,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068803,discovery,0.58,28.21MiB,7.654GiB,0.36
1735068808,monolith,104.70,3.485GiB,4GiB,87.12
1735068808,teasers,9.27,96.13MiB,7.654GiB,1.23
1735068808,recommendations,9.53,97.41MiB,7.654GiB,1.24
1735068808,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068808,discovery,0.57,28.35MiB,7.654GiB,0.36
1735068813,monolith,104.55,3.5GiB,4GiB,87.50
1735068813,teasers,5.64,97.1MiB,7.654GiB,1.24
1735068813,recommendations,9.23,97.52MiB,7.654GiB,1.24
1735068813,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068813,discovery,0.51,28.54MiB,7.654GiB,0.36
1735068818,monolith,104.83,3.508GiB,4GiB,87.70
1735068818,teasers,5.66,96.14MiB,7.654GiB,1.23
1735068818,recommendations,4.35,97.73MiB,7.654GiB,1.25
1735068818,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068818,discovery,0.51,28.3MiB,7.654GiB,0.36
1735068823,monolith,107.99,3.524GiB,4GiB,88.11
1735068823,teasers,5.30,96.23MiB,7.654GiB,1.23
1735068823,recommendations,9.77,97.71MiB,7.654GiB,1.25
1735068823,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068823,discovery,0.66,28.17MiB,7.654GiB,0.36
1735068828,monolith,104.27,3.532GiB,4GiB,88.30
1735068828,teasers,4.89,96.04MiB,7.654GiB,1.23
1735068828,recommendations,5.71,97.78MiB,7.654GiB,1.25
1735068828,cdn,0.03,17.88MiB,7.654GiB,0.23
1735068828,discovery,0.61,28.04MiB,7.654GiB,0.36
1735068833,monolith,106.61,3.539GiB,4GiB,88.47
1735068833,teasers,4.33,96.43MiB,7.654GiB,1.23
1735068833,recommendations,6.31,97.82MiB,7.654GiB,1.25
1735068833,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068833,discovery,0.58,27.9MiB,7.654GiB,0.36
1735068838,monolith,107.06,3.555GiB,4GiB,88.87
1735068838,teasers,4.26,96.3MiB,7.654GiB,1.23
1735068838,recommendations,5.26,97.83MiB,7.654GiB,1.25
1735068838,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068838,discovery,0.52,28.56MiB,7.654GiB,0.36
1735068843,monolith,104.68,3.563GiB,4GiB,89.07
1735068843,teasers,5.88,96.07MiB,7.654GiB,1.23
1735068843,recommendations,5.75,97.71MiB,7.654GiB,1.25
1735068843,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068843,discovery,0.52,28.43MiB,7.654GiB,0.36
1735068848,monolith,103.91,3.571GiB,4GiB,89.27
1735068848,teasers,4.59,95.81MiB,7.654GiB,1.22
1735068848,recommendations,5.22,97.82MiB,7.654GiB,1.25
1735068848,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068848,discovery,0.56,27.86MiB,7.654GiB,0.36
1735068853,monolith,106.45,3.587GiB,4GiB,89.67
1735068853,teasers,5.10,95.85MiB,7.654GiB,1.22
1735068853,recommendations,6.16,97.71MiB,7.654GiB,1.25
1735068853,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068853,discovery,0.62,28.12MiB,7.654GiB,0.36
1735068858,monolith,104.31,3.595GiB,4GiB,89.89
1735068858,teasers,5.16,95.91MiB,7.654GiB,1.22
1735068858,recommendations,6.79,98.1MiB,7.654GiB,1.25
1735068858,cdn,0.06,17.88MiB,7.654GiB,0.23
1735068858,discovery,0.51,28.35MiB,7.654GiB,0.36
1735068863,monolith,104.54,3.603GiB,4GiB,90.07
1735068863,teasers,9.54,96.12MiB,7.654GiB,1.23
1735068863,recommendations,10.21,98.07MiB,7.654GiB,1.25
1735068863,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068863,discovery,0.54,28.39MiB,7.654GiB,0.36
1735068868,monolith,105.96,3.619GiB,4GiB,90.47
1735068868,teasers,7.45,95.94MiB,7.654GiB,1.22
1735068868,recommendations,7.40,98.16MiB,7.654GiB,1.25
1735068868,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068868,discovery,0.55,28.18MiB,7.654GiB,0.36
1735068873,monolith,104.14,3.627GiB,4GiB,90.67
1735068873,teasers,4.88,96.05MiB,7.654GiB,1.23
1735068873,recommendations,9.76,98.04MiB,7.654GiB,1.25
1735068873,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068873,discovery,0.64,27.87MiB,7.654GiB,0.36
1735068878,monolith,104.03,3.635GiB,4GiB,90.87
1735068878,teasers,5.65,96.02MiB,7.654GiB,1.23
1735068878,recommendations,5.31,97.91MiB,7.654GiB,1.25
1735068878,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068878,discovery,0.49,28.46MiB,7.654GiB,0.36
1735068883,monolith,107.28,3.651GiB,4GiB,91.27
1735068883,teasers,5.59,95.93MiB,7.654GiB,1.22
1735068883,recommendations,8.13,98MiB,7.654GiB,1.25
1735068883,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068883,discovery,0.54,28.62MiB,7.654GiB,0.37
1735068888,monolith,103.81,3.658GiB,4GiB,91.46
1735068888,teasers,3.49,95.99MiB,7.654GiB,1.22
1735068888,recommendations,4.88,98.03MiB,7.654GiB,1.25
1735068888,cdn,0.01,17.88MiB,7.654GiB,0.23
1735068888,discovery,0.57,27.98MiB,7.654GiB,0.36
1735068893,monolith,104.04,3.666GiB,4GiB,91.66
1735068893,teasers,4.80,96.02MiB,7.654GiB,1.23
1735068893,recommendations,5.61,98.67MiB,7.654GiB,1.26
1735068893,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068893,discovery,0.59,27.88MiB,7.654GiB,0.36
1735068898,monolith,104.11,3.674GiB,4GiB,91.85
1735068898,teasers,5.59,95.95MiB,7.654GiB,1.22
1735068898,recommendations,5.15,98.05MiB,7.654GiB,1.25
1735068898,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068898,discovery,0.58,28.13MiB,7.654GiB,0.36
1735068903,monolith,103.91,3.69GiB,4GiB,92.24
1735068903,teasers,5.03,96MiB,7.654GiB,1.22
1735068903,recommendations,5.26,98.15MiB,7.654GiB,1.25
1735068903,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068903,discovery,0.49,28.32MiB,7.654GiB,0.36
1735068908,monolith,104.49,3.697GiB,4GiB,92.43
1735068908,teasers,7.61,96MiB,7.654GiB,1.22
1735068908,recommendations,4.72,98.64MiB,7.654GiB,1.26
1735068908,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068908,discovery,0.59,27.87MiB,7.654GiB,0.36
1735068913,monolith,104.38,3.713GiB,4GiB,92.83
1735068913,teasers,4.86,95.96MiB,7.654GiB,1.22
1735068913,recommendations,5.04,98.11MiB,7.654GiB,1.25
1735068913,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068913,discovery,0.61,28.01MiB,7.654GiB,0.36
1735068918,monolith,106.17,3.721GiB,4GiB,93.03
1735068918,teasers,8.31,95.91MiB,7.654GiB,1.22
1735068918,recommendations,4.46,98.22MiB,7.654GiB,1.25
1735068918,cdn,0.02,17.88MiB,7.654GiB,0.23
1735068918,discovery,0.52,28.58MiB,7.654GiB,0.36
1735068923,monolith,103.92,3.733GiB,4GiB,93.32
1735068923,teasers,8.67,96.05MiB,7.654GiB,1.23
1735068923,recommendations,8.95,98.54MiB,7.654GiB,1.26
1735068923,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068923,discovery,0.55,27.95MiB,7.654GiB,0.36
1735068928,monolith,125.86,3.743GiB,4GiB,93.58
1735068928,teasers,0.02,96.05MiB,7.654GiB,1.23
1735068928,recommendations,1.17,98.16MiB,7.654GiB,1.25
1735068928,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068928,discovery,0.00,28.05MiB,7.654GiB,0.36
1735068933,monolith,99.96,3.751GiB,4GiB,93.77
1735068933,teasers,0.00,52.39MiB,7.654GiB,0.67
1735068933,recommendations,0.00,51.91MiB,7.654GiB,0.66
1735068933,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068933,discovery,0.00,28.06MiB,7.654GiB,0.36
1735068938,monolith,99.82,3.758GiB,4GiB,93.94
1735068938,teasers,0.00,52.39MiB,7.654GiB,0.67
1735068938,recommendations,0.00,51.91MiB,7.654GiB,0.66
1735068938,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068938,discovery,0.00,28.06MiB,7.654GiB,0.36
1735068943,monolith,99.91,3.765GiB,4GiB,94.12
1735068943,teasers,0.00,52.39MiB,7.654GiB,0.67
1735068943,recommendations,0.00,51.91MiB,7.654GiB,0.66
1735068943,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068943,discovery,0.00,28.06MiB,7.654GiB,0.36
1735068948,monolith,101.53,3.779GiB,4GiB,94.48
1735068948,teasers,0.01,52.39MiB,7.654GiB,0.67
1735068948,recommendations,0.02,51.91MiB,7.654GiB,0.66
1735068948,cdn,0.08,17.88MiB,7.654GiB,0.23
1735068948,discovery,0.03,28.06MiB,7.654GiB,0.36
1735068953,monolith,99.72,3.786GiB,4GiB,94.65
1735068953,teasers,0.00,52.39MiB,7.654GiB,0.67
1735068953,recommendations,0.00,51.91MiB,7.654GiB,0.66
1735068953,cdn,0.00,17.88MiB,7.654GiB,0.23
1735068953,discovery,0.00,28.06MiB,7.654GiB,0.36
